v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),lambda(nm),QE(%),photon energy (eV)
1.142847,-2.85694027e+01,6.36627242e+01,3.61130338e+01,2.83108313e+00,6.06921152e+01,1.28981681e-01,1.05442213e-02,2.77182586e+00,5.92572746e-02,0.00000000e+00,800.000000,8.976880e+01,1.549971
1.163340,-2.86680927e+01,6.37414138e+01,3.61130338e+01,2.83282066e+00,6.07690411e+01,1.28981739e-01,1.05703203e-02,2.77351741e+00,5.93032470e-02,0.00000000e+00,810.000000,8.930457e+01,1.530836
1.183812,-2.87623640e+01,6.38156848e+01,3.61130338e+01,2.83445767e+00,6.08416495e+01,1.28981794e-01,1.05958441e-02,2.77511109e+00,5.93465826e-02,0.00000000e+00,820.000000,8.879761e+01,1.512167
1.204268,-2.88535271e+01,6.38868476e+01,3.61130338e+01,2.83602342e+00,6.09112212e+01,1.28981846e-01,1.06210700e-02,2.77663536e+00,5.93880552e-02,0.00000000e+00,830.000000,8.824354e+01,1.493948
1.224709,-2.89418457e+01,6.39551659e+01,3.61130338e+01,2.83752412e+00,6.09780138e+01,1.28981896e-01,1.06460995e-02,2.77809630e+00,5.94278230e-02,0.00000000e+00,840.000000,8.763732e+01,1.476163
1.245138,-2.90275333e+01,6.40208532e+01,3.61130338e+01,2.83896474e+00,6.10422359e+01,1.28981945e-01,1.06706551e-02,2.77949873e+00,5.94660162e-02,0.00000000e+00,850.000000,8.697313e+01,1.458796
1.265554,-2.91108964e+01,6.40842160e+01,3.61130338e+01,2.84035225e+00,6.11041867e+01,1.28981991e-01,1.06950693e-02,2.78084944e+00,5.95028176e-02,0.00000000e+00,860.000000,8.624420e+01,1.441834
1.285960,-2.91920400e+01,6.41453594e+01,3.61130338e+01,2.84168918e+00,6.11639690e+01,1.28982036e-01,1.07191959e-02,2.78215089e+00,5.95382925e-02,0.00000000e+00,870.000000,8.544256e+01,1.425261
1.306354,-2.92708414e+01,6.42041600e+01,3.61130338e+01,2.84297457e+00,6.12214607e+01,1.28982080e-01,1.07427057e-02,2.78340221e+00,5.95723593e-02,0.00000000e+00,880.000000,8.455883e+01,1.409065
1.326740,-2.93479416e+01,6.42612604e+01,3.61130338e+01,2.84421807e+00,6.12772940e+01,1.28982122e-01,1.07662398e-02,2.78461263e+00,5.96054363e-02,0.00000000e+00,890.000000,8.358183e+01,1.393233
1.347116,-2.94231487e+01,6.43164673e+01,3.61130338e+01,2.84542019e+00,6.13312757e+01,1.28982162e-01,1.07893256e-02,2.78578282e+00,5.96373722e-02,0.00000000e+00,900.000000,8.249791e+01,1.377752
-0.171047,3.42093562e+01,1.88325889e+00,3.61130338e+01,7.32927507e-02,1.66890181e+00,1.28515986e-01,1.25483436e-02,7.28874076e-02,4.05343098e-04,0.00000000e+00,300.000000,1.364582e+01,4.133257
-0.150797,3.41594728e+01,1.91313232e+00,3.61130338e+01,7.51971146e-02,1.69686187e+00,1.28523389e-01,1.25499425e-02,7.47614939e-02,4.35620719e-04,0.00000000e+00,310.000000,1.675786e+01,3.999926
-0.130542,3.41084694e+01,1.94413504e+00,3.61130338e+01,7.72157411e-02,1.72583704e+00,1.28530785e-01,1.25514687e-02,7.67471079e-02,4.68633183e-04,0.00000000e+00,320.000000,2.085634e+01,3.874928
-0.110281,3.40562649e+01,1.97633889e+00,3.61130338e+01,7.93587467e-02,1.75588905e+00,1.28538173e-01,1.25529235e-02,7.88540847e-02,5.04661962e-04,0.00000000e+00,330.000000,2.654148e+01,3.757506
-0.090014,3.40027822e+01,2.00982057e+00,3.61130338e+01,8.16374606e-02,1.78708325e+00,1.28545552e-01,1.25543084e-02,8.10934381e-02,5.44022516e-04,0.00000000e+00,340.000000,3.521937e+01,3.646991
-0.069740,3.39479384e+01,2.04466355e+00,3.61130338e+01,8.40645134e-02,1.81949049e+00,1.28552921e-01,1.25556250e-02,8.34774464e-02,5.87067024e-04,0.00000000e+00,350.000000,5.233313e+01,3.542791
-0.049458,3.38916426e+01,2.08095887e+00,3.61130338e+01,8.66540174e-02,1.85318770e+00,1.28560277e-01,1.25568751e-02,8.60198283e-02,6.34189135e-04,0.00000000e+00,360.000000,8.314942e+01,3.444381
-0.029169,3.38337941e+01,2.11880604e+00,3.61130338e+01,8.94217756e-02,1.88825859e+00,1.28567619e-01,1.25580602e-02,8.87359462e-02,6.85829405e-04,0.00000000e+00,370.000000,8.534092e+01,3.351289
-0.008871,3.37742850e+01,2.15831408e+00,3.61130338e+01,9.23855274e-02,1.92479443e+00,1.28574943e-01,1.25591823e-02,9.16430458e-02,7.42481554e-04,0.00000000e+00,380.000000,8.826860e+01,3.263097
0.011435,3.37129957e+01,2.19960269e+00,3.61130338e+01,9.55652371e-02,1.96289496e+00,1.28582248e-01,1.25602431e-02,9.47605374e-02,8.04699682e-04,0.00000000e+00,390.000000,9.381197e+01,3.179428
0.031751,3.36497930e+01,2.24280365e+00,3.61130338e+01,9.89834359e-02,2.00266944e+00,1.28589531e-01,1.25612446e-02,9.81103293e-02,8.73106607e-04,0.00000000e+00,400.000000,9.388736e+01,3.099943
0.052077,3.35845334e+01,2.28806247e+00,3.61130338e+01,1.02665630e-01,2.04423786e+00,1.28596790e-01,1.25621888e-02,1.01717226e-01,9.48403557e-04,0.00000000e+00,410.000000,9.395713e+01,3.024334
0.072415,3.35170735e+01,2.33553710e+00,3.61130338e+01,1.06641123e-01,2.08772888e+00,1.28604016e-01,1.25630777e-02,1.05609734e-01,1.03138877e-03,0.00000000e+00,420.000000,9.402126e+01,2.952326
0.092764,3.34471979e+01,2.38541259e+00,3.61130338e+01,1.10942374e-01,2.13329508e+00,1.28611217e-01,1.25639133e-02,1.09819431e-01,1.12294308e-03,0.00000000e+00,430.000000,9.407971e+01,2.883667
0.113126,3.33747245e+01,2.43788578e+00,3.61130338e+01,1.15607556e-01,2.18109514e+00,1.28618386e-01,1.25646978e-02,1.14383471e-01,1.22408500e-03,0.00000000e+00,440.000000,9.413243e+01,2.818130
0.133503,3.32994296e+01,2.49318043e+00,3.61130338e+01,1.20680388e-01,2.23130909e+00,1.28625519e-01,1.25654333e-02,1.19344424e-01,1.33596410e-03,0.00000000e+00,450.000000,9.417933e+01,2.755504
0.153895,3.32210613e+01,2.55154854e+00,3.61130338e+01,1.26211719e-01,2.28413808e+00,1.28632613e-01,1.25661219e-02,1.24751830e-01,1.45988906e-03,0.00000000e+00,460.000000,9.422030e+01,2.695602
0.174303,3.31393338e+01,2.61327572e+00,3.61130338e+01,1.32261315e-01,2.33980797e+00,1.28639666e-01,1.25667661e-02,1.30663960e-01,1.59735442e-03,0.00000000e+00,470.000000,9.425517e+01,2.638249
0.194730,3.30539209e+01,2.67868837e+00,3.61130338e+01,1.38900424e-01,2.39857390e+00,1.28646674e-01,1.25673679e-02,1.37150351e-01,1.75007302e-03,0.00000000e+00,480.000000,9.428391e+01,2.583285
0.215178,3.29644455e+01,2.74816337e+00,3.61130338e+01,1.46215588e-01,2.46072622e+00,1.28653635e-01,1.25679296e-02,1.44295572e-01,1.92001637e-03,0.00000000e+00,490.000000,9.430631e+01,2.530565
0.235648,3.28704663e+01,2.82214215e+00,3.61130338e+01,1.54314527e-01,2.52659862e+00,1.28660544e-01,1.25684536e-02,1.52205061e-01,2.10946582e-03,0.00000000e+00,500.000000,9.432217e+01,2.479954
0.256143,3.27714564e+01,2.90115151e+00,3.61130338e+01,1.63335448e-01,2.59657972e+00,1.28667400e-01,1.25689423e-02,1.61014369e-01,2.32107932e-03,0.00000000e+00,510.000000,9.433129e+01,2.431327
0.276666,3.26667712e+01,2.98583621e+00,3.61130338e+01,1.73462002e-01,2.67113061e+00,1.28674199e-01,1.25693979e-02,1.70904020e-01,2.55798258e-03,0.00000000e+00,520.000000,9.433344e+01,2.384571
0.297222,3.25555956e+01,3.07701129e+00,3.61130338e+01,1.84947405e-01,2.75081312e+00,1.28680939e-01,1.25698231e-02,1.82123505e-01,2.82390000e-03,0.00000000e+00,530.000000,9.432835e+01,2.339579
0.317816,3.24368575e+01,3.17574874e+00,3.61130338e+01,1.98153131e-01,2.83633778e+00,1.28687617e-01,1.25702202e-02,1.95029776e-01,3.12335573e-03,0.00000000e+00,540.000000,9.431574e+01,2.296254
0.338455,3.23090813e+01,3.28352442e+00,3.61130338e+01,2.13610356e-01,2.92864924e+00,1.28694230e-01,1.25705923e-02,2.10148352e-01,3.46200428e-03,0.00000000e+00,550.000000,9.429528e+01,2.254504
0.359149,3.21701322e+01,3.40247260e+00,3.61130338e+01,2.32116580e-01,3.02908430e+00,1.28700778e-01,1.25709422e-02,2.28269368e-01,3.84721119e-03,0.00000000e+00,560.000000,9.426657e+01,2.214245
0.379916,3.20167670e+01,3.53583731e+00,3.61130338e+01,2.54886957e-01,3.13967182e+00,1.28707257e-01,1.25712737e-02,2.50597826e-01,4.28913078e-03,0.00000000e+00,570.000000,9.422894e+01,2.175398
0.400781,3.18438126e+01,3.68879014e+00,3.61130338e+01,2.83792485e-01,3.26371239e+00,1.28713669e-01,1.25715916e-02,2.78989694e-01,4.80279072e-03,0.00000000e+00,580.000000,9.418278e+01,2.137891
0.421787,3.16426603e+01,3.86994139e+00,3.61130338e+01,3.21739385e-01,3.40691009e+00,1.28720013e-01,1.25719023e-02,3.16327149e-01,5.41223626e-03,0.00000000e+00,590.000000,9.412791e+01,2.101656
0.443008,3.13984312e+01,4.09416968e+00,3.61130338e+01,3.73281134e-01,3.57959003e+00,1.28726294e-01,1.25722162e-02,3.67122240e-01,6.15889368e-03,0.00000000e+00,600.000000,9.406334e+01,2.066628
0.464577,3.10846567e+01,4.38794324e+00,3.61130338e+01,4.45611354e-01,3.80102682e+00,1.28732520e-01,1.25725498e-02,4.38492847e-01,7.11850669e-03,0.00000000e+00,610.000000,9.398860e+01,2.032749
0.486733,3.06533542e+01,4.79924473e+00,3.61130338e+01,5.50158337e-01,4.10777475e+00,1.28738707e-01,1.25729326e-02,5.41723240e-01,8.43509728e-03,0.00000000e+00,620.000000,9.390315e+01,1.999963
0.509915,3.00170413e+01,5.41555617e+00,3.61130338e+01,7.05044271e-01,4.56919359e+00,1.28744890e-01,1.25734173e-02,6.94657204e-01,1.03870668e-02,0.00000000e+00,630.000000,9.380640e+01,1.968217
0.534909,2.90182969e+01,6.39429816e+00,3.61130338e+01,9.38487439e-01,5.31448548e+00,1.28751134e-01,1.25741005e-02,9.24979910e-01,1.35075292e-02,0.00000000e+00,640.000000,9.369773e+01,1.937464
0.563071,2.73858863e+01,8.00670397e+00,3.61130338e+01,1.29220423e+00,6.57316703e+00,1.28757555e-01,1.25751562e-02,1.27343149e+00,1.87727387e-02,0.00000000e+00,650.000000,9.357647e+01,1.907657
0.596521,2.46958691e+01,1.06767155e+01,3.61130338e+01,1.82073039e+00,8.71464391e+00,1.28764346e-01,1.25768839e-02,1.79293423e+00,2.77961659e-02,0.00000000e+00,660.000000,9.344186e+01,1.878753
0.637959,2.04082502e+01,1.49443412e+01,3.61130338e+01,2.57683833e+00,1.22261514e+01,1.28771775e-01,1.25797542e-02,2.53410731e+00,4.27310225e-02,0.00000000e+00,670.000000,9.329309e+01,1.850712
0.689487,1.41025397e+01,2.12300069e+01,3.61130338e+01,3.57263394e+00,1.75160085e+01,1.28780055e-01,1.25843974e-02,3.50734301e+00,6.52909352e-02,0.00000000e+00,680.000000,9.312929e+01,1.823496
0.750344,5.93116315e+00,2.93815629e+01,3.61130338e+01,4.73151822e+00,2.45086640e+01,1.28789191e-01,1.25914994e-02,4.63669526e+00,9.48229567e-02,0.00000000e+00,690.000000,9.294949e+01,1.797068
0.815564,-3.11275939e+00,3.84050269e+01,3.61130338e+01,5.88801790e+00,3.23756089e+01,1.28798576e-01,1.26015630e-02,5.76091565e+00,1.27102250e-01,0.00000000e+00,700.000000,9.275262e+01,1.771396
0.877611,-1.15222289e+01,4.67956277e+01,3.61130338e+01,6.86726509e+00,3.97869405e+01,1.28807274e-01,1.26148653e-02,6.71089024e+00,1.56374851e-01,0.00000000e+00,710.000000,9.253754e+01,1.746446
0.930561,-1.81121337e+01,5.33654510e+01,3.61130338e+01,7.57316525e+00,4.56508405e+01,1.28814171e-01,1.26311280e-02,7.39479508e+00,1.78370168e-01,0.00000000e+00,720.000000,9.230296e+01,1.722190
0.972610,-2.25219524e+01,5.77536658e+01,3.61130338e+01,8.01391644e+00,4.95982807e+01,1.28818846e-01,1.26498159e-02,7.82153139e+00,1.92385054e-01,0.00000000e+00,730.000000,9.204749e+01,1.698599
1.005609,-2.51218661e+01,6.03353192e+01,3.61130338e+01,8.26603003e+00,5.19277975e+01,1.28821733e-01,1.26700064e-02,8.06536890e+00,2.00661125e-01,0.00000000e+00,740.000000,9.176958e+01,1.675645
1.032744,-2.65488781e+01,6.17425245e+01,3.61130338e+01,8.39908985e+00,5.32019206e+01,1.28823302e-01,1.26907546e-02,8.19406542e+00,2.05024427e-01,0.00000000e+00,750.000000,9.146750e+01,1.653303
1.056590,-2.73179915e+01,6.24917456e+01,3.61130338e+01,8.46896837e+00,5.38812413e+01,1.28824144e-01,1.27118042e-02,8.26164300e+00,2.07325370e-01,0.00000000e+00,760.000000,9.113937e+01,1.631549
1.078753,-2.77506088e+01,6.29024280e+01,3.61130338e+01,8.50387895e+00,5.42569917e+01,1.28824551e-01,1.27328399e-02,8.29550964e+00,2.08369311e-01,0.00000000e+00,770.000000,9.078310e+01,1.610360
1.100070,-2.80139975e+01,6.31457840e+01,3.61130338e+01,8.52617675e+00,5.44780288e+01,1.28824825e-01,1.27536454e-02,8.31707466e+00,2.09102083e-01,0.00000000e+00,780.000000,9.039623e+01,1.589714
1.120978,-2.81955872e+01,6.33073541e+01,3.61130338e+01,8.54094251e+00,5.46248126e+01,1.28825006e-01,1.27740184e-02,8.33135472e+00,2.09587792e-01,0.00000000e+00,790.000000,8.997616e+01,1.569591
1.141682,-2.83363240e+01,6.34280757e+01,3.61130338e+01,8.55195226e+00,5.47345043e+01,1.28825142e-01,1.27939614e-02,8.34200216e+00,2.09950092e-01,0.00000000e+00,800.000000,8.951989e+01,1.549971
1.162283,-2.84565235e+01,6.35282623e+01,3.61130338e+01,8.56107451e+00,5.48255487e+01,1.28825255e-01,1.28137814e-02,8.35082413e+00,2.10250378e-01,0.00000000e+00,810.000000,8.902405e+01,1.530836
1.182826,-2.85651683e+01,6.36168953e+01,3.61130338e+01,8.56913353e+00,5.49061032e+01,1.28825355e-01,1.28332103e-02,8.35861780e+00,2.10515733e-01,0.00000000e+00,820.000000,8.848480e+01,1.512167
1.203334,-2.86667559e+01,6.36984718e+01,3.61130338e+01,8.57654178e+00,5.49802523e+01,1.28825447e-01,1.28523151e-02,8.36578205e+00,2.10759720e-01,0.00000000e+00,830.000000,8.789774e+01,1.493948
1.223818,-2.87635227e+01,6.37752281e+01,3.61130338e+01,8.58350432e+00,5.50500270e+01,1.28825534e-01,1.28712258e-02,8.37251523e+00,2.10989082e-01,0.00000000e+00,840.000000,8.725786e+01,1.476163
1.244281,-2.88562588e+01,6.38479540e+01,3.61130338e+01,8.59009426e+00,5.51161445e+01,1.28825616e-01,1.28896459e-02,8.37888804e+00,2.11206220e-01,0.00000000e+00,850.000000,8.655934e+01,1.458796
1.264731,-2.89461282e+01,6.39178136e+01,3.61130338e+01,8.59641785e+00,5.51796622e+01,1.28825695e-01,1.29078704e-02,8.38500323e+00,2.11414621e-01,0.00000000e+00,860.000000,8.579542e+01,1.441834
1.285166,-2.90332456e+01,6.39849215e+01,3.61130338e+01,8.60248646e+00,5.52406835e+01,1.28825770e-01,1.29258137e-02,8.39087179e+00,2.11614662e-01,0.00000000e+00,870.000000,8.495818e+01,1.425261
1.305590,-2.91179264e+01,6.40495929e+01,3.61130338e+01,8.60832917e+00,5.52994943e+01,1.28825844e-01,1.29436229e-02,8.39652188e+00,2.11807294e-01,0.00000000e+00,880.000000,8.403829e+01,1.409065
1.326002,-2.92003100e+01,6.41119675e+01,3.61130338e+01,8.61395923e+00,5.53562212e+01,1.28825914e-01,1.29611927e-02,8.40196628e+00,2.11992950e-01,0.00000000e+00,890.000000,8.302458e+01,1.393233
1.346402,-2.92804959e+01,6.41721446e+01,3.61130338e+01,8.61938615e+00,5.54109541e+01,1.28825982e-01,1.29784163e-02,8.40721421e+00,2.12171940e-01,0.00000000e+00,900.000000,8.190364e+01,1.377752
-0.170542,3.41084886e+01,1.98405556e+00,3.61130338e+01,7.02051948e-02,1.77230526e+00,1.28356940e-01,1.31881604e-02,6.99849795e-02,2.20215261e-04,0.00000000e+00,300.000000,1.426811e+01,4.133257
-0.150254,3.40507051e+01,2.02184168e+00,3.61130338e+01,7.17845842e-02,1.80850240e+00,1.28360023e-01,1.31946646e-02,7.15496712e-02,2.34912948e-04,0.00000000e+00,310.000000,1.745730e+01,3.999926
-0.129956,3.39912288e+01,2.06131798e+00,3.61130338e+01,7.34460224e-02,1.84630791e+00,1.28363061e-01,1.32009814e-02,7.31951205e-02,2.50901869e-04,0.00000000e+00,320.000000,2.165073e+01,3.874928
-0.109650,3.39299712e+01,2.10257523e+00,3.61130338e+01,7.51967266e-02,1.88580534e+00,1.28366054e-01,1.32071029e-02,7.49283994e-02,2.68327142e-04,0.00000000e+00,330.000000,2.745786e+01,3.757506
-0.089334,3.38668372e+01,2.14570910e+00,3.61130338e+01,7.70447430e-02,1.92708234e+00,1.28369002e-01,1.32130212e-02,7.67573853e-02,2.87357643e-04,0.00000000e+00,340.000000,3.630494e+01,3.646991
-0.069009,3.38017264e+01,2.19081981e+00,3.61130338e+01,7.89991134e-02,1.97023006e+00,1.28371908e-01,1.32187287e-02,7.86909293e-02,3.08184120e-04,0.00000000e+00,350.000000,5.371367e+01,3.542791
-0.048673,3.37345335e+01,2.23801257e+00,3.61130338e+01,8.10700199e-02,2.01534356e+00,1.28374772e-01,1.32242183e-02,8.07389979e-02,3.31021927e-04,0.00000000e+00,360.000000,8.489685e+01,3.444381
-0.028326,3.36651477e+01,2.28739833e+00,3.61130338e+01,8.32689519e-02,2.06252230e+00,1.28377598e-01,1.32294840e-02,8.29128378e-02,3.56114100e-04,0.00000000e+00,370.000000,8.690887e+01,3.351289
-0.007967,3.35934511e+01,2.33909467e+00,3.61130338e+01,8.56089027e-02,2.11187086e+00,1.28380386e-01,1.32345203e-02,8.52251679e-02,3.83734852e-04,0.00000000e+00,380.000000,8.959404e+01,3.263097
0.012403,3.35193187e+01,2.39322695e+00,3.61130338e+01,8.81046005e-02,2.16349989e+00,1.28383139e-01,1.32393230e-02,8.76904069e-02,4.14193574e-04,0.00000000e+00,390.000000,9.467057e+01,3.179428
0.032787,3.34426156e+01,2.44992981e+00,3.61130338e+01,9.07727832e-02,2.21752728e+00,1.28385857e-01,1.32438890e-02,9.03249438e-02,4.47839446e-04,0.00000000e+00,400.000000,9.471907e+01,3.099943
0.053184,3.33631963e+01,2.50934888e+00,3.61130338e+01,9.36325316e-02,2.27407959e+00,1.28388543e-01,1.32482166e-02,9.31474648e-02,4.85066816e-04,0.00000000e+00,410.000000,9.476178e+01,3.024334
0.073595,3.32809022e+01,2.57164301e+00,3.61130338e+01,9.67056759e-02,2.33329383e+00,1.28391199e-01,1.32523053e-02,9.61793543e-02,5.26321522e-04,0.00000000e+00,420.000000,9.479865e+01,2.952326
0.094022,3.31955582e+01,2.63698676e+00,3.61130338e+01,1.00017305e-01,2.39531948e+00,1.28393825e-01,1.32561559e-02,9.94451961e-02,5.72108382e-04,0.00000000e+00,430.000000,9.482962e+01,2.883667
0.114465,3.31069711e+01,2.70557356e+00,3.61130338e+01,1.03596416e-01,2.46032095e+00,1.28396423e-01,1.32597710e-02,1.02973416e-01,6.23000170e-04,0.00000000e+00,440.000000,9.485457e+01,2.818130
0.134925,3.30149251e+01,2.77761936e+00,3.61130338e+01,1.07476777e-01,2.52848043e+00,1.28398996e-01,1.32631540e-02,1.06797128e-01,6.79648430e-04,0.00000000e+00,450.000000,9.487340e+01,2.755504
0.155404,3.29191773e+01,2.85336713e+00,3.61130338e+01,1.11698104e-01,2.60000117e+00,1.28401543e-01,1.32663102e-02,1.10955307e-01,7.42796674e-04,0.00000000e+00,460.000000,9.488597e+01,2.695602
0.175903,3.28194515e+01,2.93309247e+00,3.61130338e+01,1.16307741e-01,2.67511142e+00,1.28404066e-01,1.32692455e-02,1.15494444e-01,8.13296637e-04,0.00000000e+00,470.000000,9.489214e+01,2.638249
0.196423,3.27154329e+01,3.01711085e+00,3.61130338e+01,1.21363159e-01,2.75406916e+00,1.28406567e-01,1.32719672e-02,1.20471031e-01,8.92128619e-04,0.00000000e+00,480.000000,9.489173e+01,2.583285
0.216966,3.26067562e+01,3.10578727e+00,3.61130338e+01,1.26935799e-01,2.83716795e+00,1.28409047e-01,1.32744836e-02,1.25955371e-01,9.80427456e-04,0.00000000e+00,490.000000,9.488456e+01,2.530565
0.237535,3.24929933e+01,3.19954995e+00,3.61130338e+01,1.33117152e-01,2.92474449e+00,1.28411507e-01,1.32768035e-02,1.32037635e-01,1.07951662e-03,0.00000000e+00,500.000000,9.487041e+01,2.479954
0.258132,3.23736324e+01,3.29891039e+00,3.61130338e+01,1.40028595e-01,3.01718891e+00,1.28413947e-01,1.32789365e-02,1.38837641e-01,1.19095476e-03,0.00000000e+00,510.000000,9.484906e+01,2.431327
0.278760,3.22480485e+01,3.40449435e+00,3.61130338e+01,1.47837402e-01,3.11495968e+00,1.28416371e-01,1.32808927e-02,1.46520800e-01,1.31660246e-03,0.00000000e+00,520.000000,9.482025e+01,2.384571
0.299423,3.21154512e+01,3.51709102e+00,3.61130338e+01,1.56782795e-01,3.21860677e+00,1.28418777e-01,1.32826825e-02,1.55324071e-01,1.45872406e-03,0.00000000e+00,530.000000,9.478371e+01,2.339579
0.320126,3.19748082e+01,3.63773354e+00,3.61130338e+01,1.67217929e-01,3.32881013e+00,1.28421169e-01,1.32843166e-02,1.65597776e-01,1.62015342e-03,0.00000000e+00,540.000000,9.473913e+01,2.296254
0.340876,3.18247081e+01,3.76783362e+00,3.61130338e+01,1.79676652e-01,3.44644761e+00,1.28423549e-01,1.32858059e-02,1.77872070e-01,1.80458163e-03,0.00000000e+00,550.000000,9.468620e+01,2.254504
0.361684,3.16631292e+01,3.90941181e+00,3.61130338e+01,1.94978394e-01,3.57272034e+00,1.28425917e-01,1.32871615e-02,1.92961309e-01,2.01708466e-03,0.00000000e+00,560.000000,9.462455e+01,2.214245
0.382565,3.14870397e+01,4.06550111e+00,3.61130338e+01,2.14392079e-01,3.70939236e+00,1.28428279e-01,1.32883948e-02,2.12126947e-01,2.26513270e-03,0.00000000e+00,570.000000,9.455376e+01,2.175398
0.403542,3.12916680e+01,4.24087217e+00,3.61130338e+01,2.39893242e-01,3.85925877e+00,1.28430640e-01,1.32895177e-02,2.37332663e-01,2.56057886e-03,0.00000000e+00,580.000000,9.447354e+01,2.137891
0.424654,3.10691724e+01,4.44336723e+00,3.61130338e+01,2.74571533e-01,4.02707214e+00,1.28433007e-01,1.32905436e-02,2.71647885e-01,2.92364877e-03,0.00000000e+00,590.000000,9.438351e+01,2.101656
0.445969,3.08061451e+01,4.68639439e+00,3.61130338e+01,3.23283160e-01,4.22138434e+00,1.28435396e-01,1.32914878e-02,3.19892151e-01,3.39100935e-03,0.00000000e+00,600.000000,9.428310e+01,2.066628
0.467605,3.04789171e+01,4.99362187e+00,3.61130338e+01,3.93696939e-01,4.45819473e+00,1.28437830e-01,1.32923708e-02,3.89664878e-01,4.03206057e-03,0.00000000e+00,610.000000,9.417179e+01,2.032749
0.489776,3.00447928e+01,5.40774604e+00,3.61130338e+01,4.97944207e-01,4.76806825e+00,1.28440357e-01,1.32932217e-02,4.92962833e-01,4.98137414e-03,0.00000000e+00,620.000000,9.404903e+01,1.999963
0.512869,2.94261561e+01,6.00638233e+00,3.61130338e+01,6.55091996e-01,5.20955319e+00,1.28443057e-01,1.32940878e-02,6.48590869e-01,6.50112626e-03,0.00000000e+00,630.000000,9.391422e+01,1.968217
0.537581,2.84837098e+01,6.92882754e+00,3.61130338e+01,8.94394086e-01,5.89269232e+00,1.28446082e-01,1.32950484e-02,8.85301260e-01,9.09282626e-03,0.00000000e+00,640.000000,9.376670e+01,1.937464
0.565107,2.69786283e+01,8.41390838e+00,3.61130338e+01,1.25812072e+00,7.01404173e+00,1.28449697e-01,1.32962405e-02,1.24445331e+00,1.36674111e-02,0.00000000e+00,650.000000,9.360579e+01,1.907657
0.597292,2.45415140e+01,1.08310210e+01,3.61130338e+01,1.79966777e+00,8.88960097e+00,1.28454328e-01,1.32978904e-02,1.77795794e+00,2.17098267e-02,0.00000000e+00,660.000000,9.343070e+01,1.878753
0.636448,2.07104872e+01,1.46419760e+01,3.61130338e+01,2.56809832e+00,1.19321168e+01,1.28460584e-01,1.33003352e-02,2.53292443e+00,3.51738901e-02,0.00000000e+00,670.000000,9.324061e+01,1.850712
0.684341,1.51317223e+01,2.02008267e+01,3.61130338e+01,3.57306246e+00,1.64859912e+01,1.28469013e-01,1.33040047e-02,3.51739836e+00,5.56641051e-02,0.00000000e+00,680.000000,9.303463e+01,1.823496
0.740534,7.89311600e+00,2.74192347e+01,3.61130338e+01,4.74819889e+00,2.25292467e+01,1.28479780e-01,1.33093120e-02,4.66528511e+00,8.29137797e-02,0.00000000e+00,690.000000,9.281176e+01,1.797068
0.801423,-2.84574074e-01,3.55774169e+01,3.61130338e+01,5.95769424e+00,2.94779136e+01,1.28492521e-01,1.33165684e-02,5.84366780e+00,1.14026445e-01,0.00000000e+00,700.000000,9.257092e+01,1.771396
0.861609,-8.32176909e+00,4.35939993e+01,3.61130338e+01,7.04986500e+00,3.64023025e+01,1.28505747e-01,1.33259601e-02,6.90553145e+00,1.44333550e-01,0.00000000e+00,710.000000,9.231095e+01,1.746446
0.916007,-1.52013179e+01,5.04533797e+01,3.61130338e+01,7.92200922e+00,4.23895149e+01,1.28517995e-01,1.33375245e-02,7.75211775e+00,1.69891474e-01,0.00000000e+00,720.000000,9.203054e+01,1.722190
0.961763,-2.03526458e+01,5.55858294e+01,3.61130338e+01,8.54138181e+00,4.69025686e+01,1.28527873e-01,1.33511917e-02,8.35263475e+00,1.88747059e-01,0.00000000e+00,730.000000,9.172829e+01,1.698599
0.998766,-2.37531305e+01,5.89652269e+01,3.61130338e+01,8.93016353e+00,4.98931622e+01,1.28534635e-01,1.33665357e-02,8.72939562e+00,2.00767916e-01,0.00000000e+00,740.000000,9.140263e+01,1.675645
1.028842,-2.57684751e+01,6.09605603e+01,3.61130338e+01,9.15474990e+00,5.16638886e+01,1.28538804e-01,1.33829289e-02,8.94692759e+00,2.07822317e-01,0.00000000e+00,750.000000,9.105183e+01,1.653303
1.054449,-2.68898256e+01,6.20619499e+01,3.61130338e+01,9.27689515e+00,5.26431136e+01,1.28541158e-01,1.33999740e-02,9.06520900e+00,2.11686145e-01,0.00000000e+00,760.000000,9.067398e+01,1.631549
1.077541,-2.75081840e+01,6.26603484e+01,3.61130338e+01,9.34272978e+00,5.31756589e+01,1.28542453e-01,1.34172687e-02,9.12895308e+00,2.13776699e-01,0.00000000e+00,770.000000,9.026695e+01,1.610360
1.099331,-2.78661733e+01,6.29983669e+01,3.61130338e+01,9.37975581e+00,5.34766335e+01,1.28543190e-01,1.34344340e-02,9.16480089e+00,2.14954911e-01,0.00000000e+00,780.000000,8.982838e+01,1.589714
1.120472,-2.80943035e+01,6.32065173e+01,3.61130338e+01,9.40249765e+00,5.36620248e+01,1.28543646e-01,1.34512375e-02,9.18681819e+00,2.15679452e-01,0.00000000e+00,790.000000,8.935560e+01,1.569591
