MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.1879144026250272,0.09649714139599412,0.3106398902201617,0.9836183201936747,0.1399570220053441,1.0348312106588775,1.4360336124027044,1.4017644036395767,0.9853048209610646,support_vector_regression,60,15
