MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.4580948015277766,0.24499352389571144,0.49496820493412647,0.9128569098954535,0.48625209985119433,0.8169942283729981,2.954125741811148,2.9434220089911043,0.9129823837983272,random_forest,40,10
