feature,importance_mean,importance_std
thickness[µm],0.05926802810185095,0.04597133944893497
electron affinity[eV],0.06552850796461633,0.057616912657946454
band gap[eV],0.16088693685267538,0.0901185334685056
missing(thickness[µm]),0.3912335983647475,0.19390104876597763
missing(electron affinity[eV]),0.4377515651694797,0.21009476199811417
