source_file,simulation_id,scan_point,thickness[µm],v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),Voc,Jsc,FF,eta,V_MPP,J_MPP
thickness.iv,4,48,0.6327,1.029335,-17.8670315,50.6041418,33.7029815,7.69768204,42.7721563,0.128720265,0.00558319581,7.53990891,0.157773129,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,49,0.6327,1.071455,-22.2910903,55.0081235,33.7029815,8.20440539,46.6694029,0.128725944,0.0055892547,8.03242132,0.171984076,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,50,0.6327,1.104985,-24.9969078,57.693984,33.7029815,8.50216553,49.0574932,0.128729513,0.00559585034,8.32169186,0.180473671,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,51,0.6327,1.132564,-26.5128744,59.1916129,33.7029815,8.66660596,50.3906727,0.128731592,0.00560268953,8.48132002,0.185285941,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,52,0.6327,1.156692,-27.3384728,59.9974467,33.7029815,8.75317449,51.1099299,0.128732701,0.00560965817,8.56537588,0.187798612,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,53,0.6327,1.178997,-27.7994861,60.4385911,33.7029815,8.80024828,51.5039929,0.128733312,0.00561664307,8.61107992,0.189168353,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,54,0.6327,1.200402,-28.0803091,60.6974082,33.7029815,8.82487345,51.7381776,0.128733607,0.00562352842,8.63509345,0.189779991,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,55,0.6327,1.221346,-28.2692594,60.8663403,33.7029815,8.84267314,51.8893031,0.12873384,0.00563024561,8.6523777,0.190295438,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,56,0.6327,1.242071,-28.4142156,60.991288,33.7029815,8.8558223,52.0010948,0.128734013,0.00563693258,8.66514562,0.190676676,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,57,0.6327,1.262682,-28.5364564,61.0935256,33.7029815,8.86657229,52.0925757,0.128734155,0.00564350784,8.67558361,0.190988678,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,58,0.6327,1.283231,-28.6462597,61.1833283,33.7029815,8.87600702,52.172937,0.128734279,0.00564994892,8.68474431,0.191262708,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,59,0.6327,1.303743,-28.7485785,61.2656475,33.7029815,8.88464831,52.2466085,0.128734393,0.00565627814,8.69313448,0.191513824,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,60,0.6327,1.324228,-28.8455967,61.3426665,33.7029815,8.8927264,52.3155431,0.1287345,0.00566248115,8.70097774,0.191748664,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,4,61,0.6327,1.344695,-28.9389802,61.4160511,33.7029815,8.90041695,52.3812309,0.128734603,0.00566860023,8.70844464,0.191972312,0.0,0.891426,31.03802832,60.2048,16.6575,0.652321,25.5357937
thickness.iv,5,1,0.6844,-0.158697,31.7394434,2.21440372,33.9821883,0.0924660622,1.9900774,0.128467666,0.00339258875,0.0921380775,0.000327984639,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,2,0.6844,-0.138406,31.6812809,2.25255417,33.9821883,0.0944886987,2.0261995,0.128473089,0.00339289038,0.0941327605,0.000355938224,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,3,0.6844,-0.118111,31.6221074,2.29172712,33.9821883,0.0966174761,2.06323797,0.128478503,0.00339317153,0.0962313554,0.000386120736,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,4,0.6844,-0.097809,31.5618614,2.33197251,33.9821883,0.0988596514,2.10123551,0.128483912,0.00339343333,0.0984409489,0.000418702547,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,5,0.6844,-0.077503,31.5005017,2.3733434,33.9821883,0.101223534,2.14023688,0.128489307,0.00339367694,0.10076966,0.000453873894,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,6,0.6844,-0.05719,31.437946,2.41589896,33.9821883,0.103717439,2.18029292,0.128494701,0.00339390339,0.103225604,0.000491834862,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,7,0.6844,-0.036871,31.3741436,2.45970137,33.9821883,0.106351162,2.22145601,0.128500083,0.00339411376,0.10581835,0.000532811389,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,8,0.6844,-0.016545,31.3090263,2.50481847,33.9821883,0.109135171,2.26378354,0.128505453,0.00339430907,0.108558123,0.000577048279,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,9,0.6844,0.003787,31.2425209,2.55132374,33.9821883,0.112080937,2.30733751,0.128510807,0.00339449028,0.111456123,0.000624813845,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,10,0.6844,0.024127,31.1745477,2.59929683,33.9821883,0.115201049,2.35218497,0.128516144,0.00339465832,0.114524646,0.000676402654,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,11,0.6844,0.044475,31.1050202,2.64882414,33.9821883,0.118509365,2.3983985,0.12852146,0.00339481408,0.117777226,0.000732138626,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,12,0.6844,0.064831,31.0338446,2.6999996,33.9821883,0.122021165,2.44605672,0.128526755,0.0033949584,0.121228787,0.000792378568,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,13,0.6844,0.085195,30.9609186,2.75292539,33.9821883,0.125753349,2.49524493,0.128532026,0.00339509206,0.124895833,0.000857516208,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,14,0.6844,0.105569,30.8861309,2.80771294,33.9821883,0.129724654,2.5460558,0.128537269,0.00339521583,0.128796667,0.000927986823,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,15,0.6844,0.125953,30.8093597,2.86448397,33.9821883,0.133955913,2.59859024,0.128542485,0.00339533042,0.13295164,0.00100427258,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,16,0.6844,0.146348,30.7304717,2.92337177,33.9821883,0.13847037,2.65295829,0.128547669,0.00339543651,0.137383461,0.00108690874,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,17,0.6844,0.166753,30.6493205,2.98452267,33.9821883,0.143294047,2.70928027,0.128552821,0.00339553474,0.142117556,0.00117649082,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,18,0.6844,0.187171,30.5657451,3.04809782,33.9821883,0.148456192,2.76768807,0.128557938,0.0033956257,0.147182509,0.00127368307,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,19,0.6844,0.207602,30.4795675,3.11427525,33.9821883,0.153989836,2.82832669,0.128563019,0.00339570998,0.152610607,0.00137922832,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,20,0.6844,0.228047,30.39059,3.18325242,33.9821883,0.159932491,2.89135608,0.128568061,0.0033957881,0.158438531,0.00149395976,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,21,0.6844,0.248507,30.2985927,3.25524927,33.9821883,0.166327066,2.95695328,0.128573064,0.00339586059,0.164708251,0.00161881485,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,22,0.6844,0.268983,30.2033297,3.33051215,33.9821883,0.173223093,3.0253151,0.128578025,0.00339592791,0.171468241,0.00175485208,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,23,0.6844,0.289477,30.1045228,3.40931865,33.9821883,0.180678443,3.09666127,0.128582943,0.00339599053,0.178775172,0.00190327124,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,24,0.6844,0.309991,30.0018569,3.4919842,33.9821883,0.188761822,3.17123851,0.128587818,0.00339604889,0.186696384,0.00206543837,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,25,0.6844,0.330525,29.89497,3.5788709,33.9821883,0.19755655,3.2493256,0.128592647,0.0033961034,0.195313633,0.00224291699,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,26,0.6844,0.351083,29.7834397,3.67040033,33.9821883,0.207166473,3.33124027,0.128597429,0.00339615446,0.204728965,0.00243750818,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,27,0.6844,0.371666,29.6667671,3.76707244,33.9821883,0.217725423,3.41734865,0.128602165,0.00339620245,0.215074119,0.00265130397,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,28,0.6844,0.392278,29.544344,3.86949497,33.9821883,0.229412515,3.50807935,0.128606853,0.00339624776,0.226525753,0.00288676212,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,29,0.6844,0.412923,29.4154076,3.97843029,33.9821883,0.242476899,3.60394561,0.128611493,0.00339629077,0.239330082,0.00314681692,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,30,0.6844,0.433605,29.2789658,4.09487228,33.9821883,0.257277467,3.7055824,0.128616085,0.00339633186,0.253842412,0.00343505555,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,31,0.6844,0.454332,29.1336618,4.22017518,33.9821883,0.274345837,3.81381234,0.128620629,0.00339637146,0.270589819,0.00375601801,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,32,0.6844,0.475112,28.9775619,4.35627465,33.9821883,0.294485318,3.9297678,0.128625125,0.00339641006,0.290369578,0.00411573921,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,33,0.6844,0.495961,28.8077591,4.50607687,33.9821883,0.318926164,4.05512468,0.128629575,0.00339644824,0.314403388,0.0045227766,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,34,0.6844,0.516902,28.6196743,4.67416113,33.9821883,0.349571083,4.19255958,0.128633981,0.00339648681,0.344580859,0.00499022479,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,35,0.6844,0.537971,28.4057557,4.86807888,33.9821883,0.389389096,4.34665491,0.128638348,0.00339652697,0.383849346,0.00553974953,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,36,0.6844,0.559235,28.1530382,5.10079495,33.9821883,0.443056142,4.52569955,0.128642682,0.00339657061,0.436846393,0.00620974944,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,37,0.6844,0.580807,27.8385256,5.39530633,33.9821883,0.518002828,4.74525988,0.128646998,0.00339662099,0.510930957,0.00707187168,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,38,0.6844,0.602897,27.4205069,5.7933241,33.9821883,0.626110514,5.03516558,0.128651322,0.00339668391,0.617846486,0.00826402879,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,39,0.6844,0.625887,26.8226788,6.37115148,33.9821883,0.786349106,5.4527499,0.128655699,0.00339677,0.776294749,0.0100543576,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,40,0.6844,0.650465,25.9069916,7.26683583,33.9821883,1.02846473,6.10631399,0.128660218,0.00339689881,1.01550782,0.0129569045,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,41,0.6844,0.67783,24.4340439,8.71978055,33.9821883,1.3967533,7.19096512,0.128665032,0.00339710567,1.37884213,0.017911166,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,42,0.6844,0.709865,22.0270525,11.1067645,33.9821883,1.94965536,9.02504127,0.128670398,0.00339745105,1.92319099,0.026464373,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,43,0.6844,0.748991,18.2017044,14.9121133,33.9821883,2.7450102,12.0350284,0.12867667,0.00339802828,2.70433111,0.0406790828,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,44,0.6844,0.797156,12.5688019,20.5250068,33.9821883,3.80069033,16.5922333,0.128684173,0.00339895861,3.73844615,0.0622441862,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,45,0.6844,0.853931,5.21381076,27.8597487,33.9821883,5.04667508,22.6809803,0.128692982,0.00340036448,4.95592838,0.0907467073,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,46,0.6844,0.915298,-3.05958466,36.1132325,33.9821883,6.32234963,29.6587779,0.12870263,0.00340233683,6.19967778,0.122671853,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,47,0.6844,0.974997,-10.9993553,44.0325113,33.9821883,7.44602818,36.4543662,0.128712031,0.00340491755,7.29336958,0.152658602,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,48,0.6844,1.027432,-17.4864643,50.5009104,33.9821883,8.30174123,42.067041,0.128720076,0.0034080818,8.12512249,0.176618741,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,49,0.6844,1.070222,-22.0444638,55.0392216,33.9821883,8.86902663,46.0380573,0.128725919,0.00341175065,8.67611033,0.192916295,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,50,0.6844,1.104265,-24.8530546,57.8279415,33.9821883,9.20443557,48.4913606,0.128729617,0.00341575678,9.00173235,0.202703222,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,51,0.6844,1.132189,-26.4377199,59.390441,33.9821883,9.38463555,49.8736539,0.128731657,0.00341991566,9.17676359,0.207871961,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,52,0.6844,1.15648,-27.2959431,60.2307184,33.9821883,9.48505697,50.6135044,0.128732872,0.00342416804,9.27409534,0.21096163,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,53,0.6844,1.178873,-27.7746578,60.6895662,33.9821883,9.53803614,51.0193681,0.128733507,0.00342843093,9.32549783,0.212538313,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,54,0.6844,1.200311,-28.0621604,60.9571356,33.9821883,9.56879142,51.2561777,0.128733878,0.00343264917,9.35533726,0.213454155,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,55,0.6844,1.221277,-28.2553568,61.1303644,33.9821883,9.58863828,51.4095553,0.128734119,0.00343673971,9.37459331,0.214044965,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,56,0.6844,1.242012,-28.4024471,61.2574697,33.9821883,9.60316329,51.5221313,0.128734295,0.00344082307,9.38868624,0.21447705,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,57,0.6844,1.262629,-28.5258119,61.3608415,33.9821883,9.61495274,51.6137094,0.128734439,0.00344483818,9.40012517,0.214827574,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,58,0.6844,1.283191,-28.6381588,61.4512397,33.9821883,9.62206459,51.6969918,0.1287345,0.00344876864,9.40714382,0.214920767,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,59,0.6844,1.303704,-28.7408873,61.5339693,33.9821883,9.63145844,51.7703237,0.128734615,0.00345263329,9.4162585,0.215199939,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,60,0.6844,1.324192,-28.83847,61.6115515,33.9821883,9.64025692,51.8391034,0.128734723,0.00345645579,9.42479553,0.215461391,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,5,61,0.6844,1.344659,-28.9318571,61.6849383,33.9821883,9.64857257,51.9041707,0.128734825,0.00346017679,9.432864,0.21570857,0.0,0.892893,31.25501257,60.384,16.8516,0.650465,25.9069916
thickness.iv,6,1,0.7402,-0.159661,31.9321166,2.26405767,34.2280978,0.104832184,2.02876256,0.128466908,0.00199601864,0.104264228,0.000567956293,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,2,0.7402,-0.139379,31.8758667,2.30029757,34.2280978,0.107304892,2.0625242,0.128472386,0.00199609163,0.106695932,0.000608960445,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,3,0.7402,-0.119093,31.818627,2.33753643,34.2280978,0.109903708,2.0971587,0.128477854,0.00199615963,0.109250902,0.000652806115,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,4,0.7402,-0.098802,31.7603386,2.37582467,34.2280978,0.112636881,2.13270826,0.128483314,0.00199622296,0.111937183,0.00069969828,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,5,0.7402,-0.078505,31.7009464,2.41521551,34.2280978,0.115513607,2.16921686,0.128488765,0.00199628194,0.114763744,0.000749862273,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,6,0.7402,-0.058202,31.6403961,2.45576612,34.2280978,0.118543893,2.20673169,0.128494204,0.00199633686,0.11774035,0.000803543447,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,7,0.7402,-0.037893,31.5786354,2.49753661,34.2280978,0.121739038,2.24530156,0.128499621,0.00199638798,0.120878026,0.000861012335,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,8,0.7402,-0.017578,31.5155756,2.54059628,34.2280978,0.125110248,2.28498456,0.12850503,0.00199643559,0.124187693,0.000922555507,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,9,0.7402,0.002744,31.4511563,2.58501547,34.2280978,0.128670912,2.32583766,0.12851042,0.00199647992,0.127682417,0.000988495074,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,10,0.7402,0.023074,31.3852998,2.63087181,34.2280978,0.132435336,2.36792417,0.12851579,0.0019965212,0.131376155,0.00105918095,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,11,0.7402,0.04341,31.317922,2.67824945,34.2280978,0.136419234,2.41131252,0.128521138,0.00199655965,0.135284237,0.00113499698,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,12,0.7402,0.063755,31.2489316,2.72723975,34.2280978,0.140639907,2.45607678,0.128526461,0.00199659549,0.139423542,0.0012163649,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,13,0.7402,0.084109,31.1782291,2.77794209,34.2280978,0.145116443,2.50229726,0.128531757,0.0019966289,0.143812694,0.00130374891,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,14,0.7402,0.104471,31.1057063,2.83046483,34.2280978,0.149869959,2.55006119,0.128537024,0.00199666008,0.148472298,0.00139766088,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,15,0.7402,0.124844,31.0312444,2.88492639,34.2280978,0.154923882,2.59946356,0.12854226,0.0019966892,0.153425216,0.00149866637,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,16,0.7402,0.145226,30.9547142,2.94145646,34.2280978,0.160304284,2.650608,0.128547464,0.00199671642,0.158696893,0.00160739156,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,17,0.7402,0.16562,30.875973,3.00019753,34.2280978,0.166040281,2.70360787,0.128552633,0.0019967419,0.16431575,0.00172453139,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,18,0.7402,0.186026,30.7948637,3.06130658,34.2280978,0.172164515,2.75858753,0.128557765,0.0019967658,0.170313656,0.00185085896,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,19,0.7402,0.206444,30.7112129,3.12495718,34.2280978,0.17871375,2.81568378,0.128562859,0.00199678824,0.176726513,0.00198723667,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,20,0.7402,0.226876,30.6248277,3.19134198,34.2280978,0.185729618,2.87504764,0.128567913,0.00199680937,0.183594989,0.00213462929,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,21,0.7402,0.247323,30.5354936,3.26067574,34.2280978,0.193259584,2.9368464,0.128572926,0.00199682932,0.190965464,0.0022941196,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,22,0.7402,0.267785,30.4429697,3.33319913,34.2280978,0.201358232,3.00126616,0.128577895,0.0019968482,0.198891305,0.00246692699,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,23,0.7402,0.288265,30.3469852,3.4091836,34.2280978,0.210089057,3.06851486,0.128582821,0.00199686615,0.207434627,0.00265443011,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,24,0.7402,0.308764,30.2472307,3.48893781,34.2280978,0.219527057,3.13882617,0.128587701,0.00199688326,0.216668862,0.00285819455,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,25,0.7402,0.329283,30.1433514,3.57281642,34.2280978,0.229762633,3.21246436,0.128592535,0.00199689966,0.226682625,0.00308000741,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,26,0.7402,0.349825,30.0349349,3.66123275,34.2280978,0.240907677,3.28973084,0.128597321,0.00199691546,0.237585756,0.00332192168,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,27,0.7402,0.370393,29.9214894,3.75467756,34.2280978,0.25310527,3.3709733,0.128602059,0.00199693077,0.249518955,0.00358631504,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,28,0.7402,0.390988,29.8024184,3.85374818,34.2280978,0.266545321,3.45659916,0.128606749,0.00199694571,0.262669349,0.00387597183,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,29,0.7402,0.411615,29.6769709,3.95919506,34.2280978,0.281489838,3.54709687,0.12861139,0.0019969604,0.277295633,0.00419420434,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,30,0.7402,0.432279,29.5441675,4.07199795,34.2280978,0.298313414,3.64307158,0.128615981,0.00199697497,0.293768369,0.00454504463,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,31,0.7402,0.452987,29.4026712,4.19349346,34.2280978,0.317567482,3.74530846,0.128620524,0.0019969896,0.312633912,0.00493357005,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,32,0.7402,0.473747,29.2505702,4.32559358,34.2280978,0.340081393,3.85489016,0.128625019,0.00199700447,0.334714903,0.00536648972,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,33,0.7402,0.494575,29.084994,4.47116959,34.2280978,0.367121394,3.97342171,0.128629467,0.00199701986,0.361268139,0.00585325449,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,34,0.7402,0.515493,28.9014182,4.63474423,34.2280978,0.400642887,4.10347044,0.12863387,0.00199703618,0.394234656,0.00640823087,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,35,0.7402,0.536538,28.692392,4.82376979,34.2280978,0.44369693,4.24943757,0.128638233,0.00199705404,0.436641877,0.00705505304,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,36,0.7402,0.557774,28.4451325,5.051028,34.2280978,0.501095001,4.41929336,0.128642563,0.00199707449,0.493259571,0.00783543039,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,37,0.7402,0.579315,28.1369908,5.33916894,34.2280978,0.580503575,4.62802139,0.128646873,0.00199709936,0.571676592,0.00882698297,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,38,0.7402,0.601365,27.7269138,5.7292451,34.2280978,0.694231242,4.90436554,0.12865119,0.00199713194,0.684052302,0.0101789404,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,39,0.7402,0.624301,27.1398213,6.29633646,34.2280978,0.862040666,5.30364306,0.128655557,0.0019971783,0.849859233,0.0121814332,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,40,0.7402,0.648801,26.2398129,7.17634266,34.2280978,1.11515366,5.93053168,0.128660062,0.00199724967,1.09976241,0.0153912518,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,41,0.7402,0.676046,24.7908229,8.60532986,34.2280978,1.50053757,6.97413006,0.128664857,0.00199736637,1.47970918,0.0208283974,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,42,0.7402,0.7079,22.4199355,10.9562094,34.2280978,2.08109848,8.74444313,0.128670192,0.00199756327,2.05091834,0.0301801402,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,43,0.7402,0.746781,18.6438476,14.7122967,34.2280978,2.92093832,11.6606841,0.128676419,0.00199789431,2.87522267,0.0457156534,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,44,0.7402,0.794677,13.0646305,20.2715087,34.2280978,4.04385207,16.0969743,0.12868387,0.00199842991,3.97451254,0.0693395251,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,45,0.7402,0.851277,5.74464037,27.5712512,34.2280978,5.38041756,22.0601418,0.128692633,0.0019992416,5.27971442,0.100703142,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,46,0.7402,0.912703,-2.54053319,35.8365073,34.2280978,6.76106408,28.9447406,0.128702271,0.00200038312,6.62501875,0.136045328,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
thickness.iv,6,47,0.7402,0.972755,-10.5509268,43.8263022,34.2280978,7.98808914,35.7074994,0.128711716,0.00200188023,7.81861838,0.169470758,0.0,0.894145,31.45993342,60.5211,17.0244,0.648801,26.23981292
