MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.3914436918982661,0.2413414282510246,0.4912651303023904,0.9141559438240845,0.32608378047206443,0.8664766515672682,2.3543631781181444,2.3831463526409005,0.9276311947816052,gradient_boosting,40,10
