MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.25866160833334784,0.08866376618406344,0.2977646153995861,0.6493237883568479,0.2525250916667279,0.47250986666661454,1.7942259475101185,1.7911303083153332,0.6503963004581245,extra_trees,20,5
