source_file,simulation_id,scan_point,band gap[eV],electron affinity[eV],v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),Voc,Jsc,FF,eta,V_MPP,J_MPP
bandGap+ElectronAffinity.iv,13,44,1.296,4.165,0.83346,5.30806815,25.2132558,31.3924751,2.63083555,22.4014625,0.128784996,0.0521727118,2.59836669,0.0324688624,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,45,1.296,4.165,0.893647,-2.72931523,33.2308912,31.3924751,3.31867889,29.7312133,0.128793971,0.0522050331,3.2730131,0.0456657888,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,46,1.296,4.165,0.953431,-10.6862028,41.1679627,31.3924751,3.93242457,37.0544886,0.128802511,0.0522469894,3.87386436,0.0585602099,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,47,1.296,4.165,1.00654,-17.3079359,47.7687341,31.3924751,4.39996565,43.1876606,0.128809589,0.0522983103,4.33098459,0.0689810566,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,48,1.296,4.165,1.049856,-21.9711937,52.4131482,31.3924751,4.70947919,47.5224963,0.128814719,0.0523579239,4.63328741,0.0761917837,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,49,1.296,4.165,1.084201,-24.8402084,55.2609268,31.3924751,4.88961191,50.1900742,0.128817856,0.0524228069,4.80917833,0.0804335845,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,50,1.296,4.165,1.112228,-26.4455762,56.847622,31.3924751,4.98899362,51.6773186,0.128819688,0.0524901617,4.90614144,0.0828521811,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,51,1.296,4.165,1.136582,-27.3164802,57.6986953,31.3924751,5.0410882,52.4762276,0.128820661,0.0525587715,4.9569737,0.0841145021,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,52,1.296,4.165,1.158998,-27.7996093,58.1619177,31.3924751,5.06921971,52.9112492,0.128821193,0.0526275379,4.98442131,0.0847983967,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,53,1.296,4.165,1.180445,-28.0890632,58.4314168,31.3924751,5.08550644,53.1643935,0.128821503,0.0526953701,5.00031164,0.0851948019,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,54,1.296,4.165,1.201423,-28.2846306,58.6055358,31.3924751,5.09467658,53.3292761,0.128821658,0.0527614734,5.00929625,0.0853803282,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,55,1.296,4.165,1.222161,-28.4322121,58.733114,31.3924751,5.10232322,53.4491416,0.128821805,0.052827315,5.01675713,0.0855660919,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,56,1.296,4.165,1.242779,-28.5558644,58.8367656,31.3924751,5.10852849,53.5465231,0.128821924,0.0528920624,5.02281152,0.0857169746,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,57,1.296,4.165,1.263333,-28.6665014,58.9274035,31.3924751,5.11394929,53.6316767,0.128822028,0.0529554942,5.02810041,0.0858488784,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,58,1.296,4.165,1.283847,-28.7693748,59.0102784,31.3924751,5.11890102,53.7095374,0.128822123,0.0530178308,5.03293158,0.0859694351,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,59,1.296,4.165,1.304334,-28.8668108,59.087716,31.3924751,5.1235235,53.7822914,0.128822212,0.0530789393,5.03744148,0.0860820256,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,60,1.296,4.165,1.324803,-28.9605357,59.1614427,31.3924751,5.12792045,53.8515607,0.128822297,0.0531392201,5.04173128,0.0861891638,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,13,61,1.296,4.165,1.345255,-29.051088,59.2319968,31.3924751,5.13212441,53.9178511,0.128822378,0.0531988919,5.04583277,0.0862916345,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
bandGap+ElectronAffinity.iv,14,1,1.296,4.266,-0.148422,29.6843215,1.69729135,31.3924751,0.046481357,1.47124997,0.128351009,0.0512090171,0.0463608864,0.000120470556,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,2,1.296,4.266,-0.128169,29.633712,1.72789179,31.3924751,0.0475267065,1.50075352,0.128354924,0.0512566384,0.0473988658,0.00012784066,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,3,1.296,4.266,-0.107908,29.5816379,1.759965,31.3924751,0.0486212577,1.53168088,0.128358738,0.0513041307,0.0484856387,0.000135618982,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,4,1.296,4.266,-0.08764,29.5279712,1.79363124,31.3924751,0.049768362,1.56414894,0.12836246,0.0513514859,0.0496245254,0.000143836575,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,5,1.296,4.266,-0.067363,29.4725806,1.82902102,31.3924751,0.0509717425,1.59828448,0.128366093,0.0513987015,0.0508192232,0.000152519313,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,6,1.296,4.266,-0.047077,29.4153229,1.86627797,31.3924751,0.0522354739,1.63422708,0.128369639,0.051445775,0.0520737787,0.000161695203,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,7,1.296,4.266,-0.02678,29.3560401,1.90556029,31.3924751,0.0535640252,1.67213046,0.128373099,0.0514927038,0.0533926306,0.000171394638,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,8,1.296,4.266,-0.006473,29.294557,1.94704219,31.3924751,0.054962309,1.71216392,0.128376475,0.051539485,0.0547806583,0.0001816507,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,9,1.296,4.266,0.013847,29.2306985,1.99091458,31.3924751,0.0564358407,1.75451286,0.128379756,0.0515861243,0.0562433584,0.000192482235,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,10,1.296,4.266,0.034179,29.1642221,2.03739087,31.3924751,0.0579904039,1.7993849,0.128382969,0.0516326009,0.057786442,0.000203961846,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,11,1.296,4.266,0.054525,29.0949105,2.08670233,31.3924751,0.0596327264,1.84700458,0.128386104,0.0516789196,0.0594166093,0.000216117103,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,12,1.296,4.266,0.074887,29.0225081,2.13910454,31.3924751,0.0613701829,1.89762012,0.128389163,0.0517250763,0.061141187,0.000228995945,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,13,1.296,4.266,0.095266,28.9467343,2.1948782,31.3924751,0.063211007,1.95150398,0.128392148,0.0517710664,0.0629683555,0.000242651476,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,14,1.296,4.266,0.115664,28.8672813,2.25433108,31.3924751,0.0651644321,2.0089547,0.12839506,0.0518168845,0.0649072894,0.000257142778,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,15,1.296,4.266,0.136081,28.7838121,2.31780005,31.3924751,0.0672408659,2.07029876,0.128397901,0.0518625244,0.06696833,0.000272535921,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,16,1.296,4.266,0.15652,28.6959591,2.38565291,31.3924751,0.0694521096,2.13589215,0.128400675,0.0519079794,0.0691632045,0.000288905179,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,17,1.296,4.266,0.176983,28.6033217,2.45829018,31.3924751,0.07181164,2.20612192,0.128403382,0.0519532409,0.0715053054,0.00030633456,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,18,1.296,4.266,0.197473,28.5054649,2.53614665,31.3924751,0.0743349771,2.28140734,0.128406025,0.0519982994,0.0740100574,0.000324919706,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,19,1.296,4.266,0.21799,28.4019187,2.61969269,31.3924751,0.0770401776,2.36220076,0.128408606,0.0520431435,0.0766954073,0.000344770308,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,20,1.296,4.266,0.238539,28.2921756,2.7094355,31.3924751,0.0799485121,2.4489881,0.128411127,0.0520877595,0.0795824989,0.000366013195,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,21,1.296,4.266,0.259122,28.1756905,2.80592032,31.3924751,0.0830854202,2.54228918,0.12841359,0.0521321309,0.0826966239,0.000388796347,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,22,1.296,4.266,0.279741,28.0518784,2.90973218,31.3924751,0.086481898,2.64265805,0.128415999,0.0521762379,0.0860686038,0.000413294186,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,23,1.296,4.266,0.300399,27.9201111,3.02149919,31.3924751,0.0901765682,2.75068421,0.128418355,0.0522200564,0.0897368536,0.000439714675,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,24,1.296,4.266,0.321101,27.7797108,3.1418992,31.3924751,0.094218851,2.86699613,0.12842066,0.052263557,0.093750542,0.00046830906,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,25,1.296,4.266,0.34185,27.6299362,3.27167337,31.3924751,0.0986739283,2.99226982,0.128422918,0.052306704,0.0981745427,0.000499385589,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,26,1.296,4.266,0.36265,27.4699564,3.41165269,31.3924751,0.103630645,3.12724746,0.128425132,0.0523494535,0.103097316,0.000533329468,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,27,1.296,4.266,0.383506,27.2988005,3.56280818,31.3924751,0.109214211,3.27277491,0.128427304,0.0523917517,0.108643578,0.000570632953,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,28,1.296,4.266,0.404424,27.1152652,3.72634304,31.3924751,0.115606663,3.4298734,0.128429439,0.0524335332,0.114994721,0.000611942718,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,29,1.296,4.266,0.425411,26.9177498,3.9038579,31.3924751,0.123079689,3.59987196,0.128431541,0.0524747183,0.122421551,0.000658137717,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,30,1.296,4.266,0.44648,26.7039656,4.09764156,31.3924751,0.132046638,3.78464609,0.128433615,0.0525152108,0.131336175,0.000710462917,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,31,1.296,4.266,0.467648,26.4704313,4.31117526,31.3924751,0.143143647,3.98704105,0.12843567,0.052554896,0.142372879,0.000770768217,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,32,1.296,4.266,0.488942,26.2116069,4.54999921,31.3924751,0.157353862,4.211614,0.128437714,0.0525936397,0.156511912,0.000841949653,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,33,1.296,4.266,0.510408,25.9184142,4.82319107,31.3924751,0.176194437,4.46592558,0.128439764,0.0526312891,0.175265652,0.000928784579,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,34,1.296,4.266,0.532121,25.5757294,5.14587534,31.3924751,0.201993931,4.76277189,0.128441839,0.0526676771,0.200954394,0.00103953703,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,35,1.296,4.266,0.554209,25.1581563,5.5434479,31.3924751,0.238297218,5.12400407,0.128443976,0.0527026331,0.23710816,0.00118905726,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,36,1.296,4.266,0.576885,24.6230402,6.05856339,31.3924751,0.290439213,5.58694195,0.128446228,0.0527360025,0.289034503,0.00140471056,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,37,1.296,4.266,0.600503,23.8993575,6.76224559,31.3924751,0.366303798,6.21472543,0.12844868,0.0527676794,0.364566412,0.0017373864,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,38,1.296,4.266,0.625642,22.8715085,7.77009423,31.3924751,0.47716802,7.11167708,0.128451473,0.0527976586,0.474887353,0.00228066692,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,39,1.296,4.266,0.6532,21.360028,9.26157452,31.3924751,0.638198168,8.44209542,0.128454824,0.0528261084,0.634998163,0.00320000413,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,40,1.296,4.266,0.684447,19.1105932,11.491009,31.3924751,0.867473121,10.4422234,0.128459052,0.0528534624,0.862708278,0.0047648439,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,41,1.296,4.266,0.720896,15.8207311,14.7608705,31.3924751,1.18159704,13.3979284,0.128464568,0.0528805029,1.17424539,0.00735165516,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,42,1.296,4.266,0.763775,11.2450253,19.3165317,31.3924751,1.58655484,17.5485967,0.128471807,0.052908369,1.57520202,0.011352822,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,43,1.296,4.266,0.813107,5.37866457,25.1629001,31.3924751,2.06690536,22.9145754,0.128480936,0.0529384688,2.04995638,0.0169489887,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,44,1.296,4.266,0.866973,-1.39465535,31.9162695,31.3924751,2.58241358,29.152392,0.128491734,0.0529721558,2.55855697,0.0238566096,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,45,1.296,4.266,0.921768,-8.35360762,38.8552236,31.3924751,3.07862601,35.5950835,0.128503424,0.0530107286,3.0473377,0.0312883068,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,46,1.296,4.266,0.973375,-14.6750573,45.1565073,31.3924751,3.50536263,41.469575,0.128514723,0.0530549578,3.4671282,0.0382344296,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,14,47,1.296,4.266,1.018641,-19.7281478,50.1901513,31.3924751,3.83255138,46.1759703,0.128524355,0.0531052987,3.78866145,0.0438899267,0.0,0.856127,29.27446865,57.263,14.3516,0.600503,23.89935748
bandGap+ElectronAffinity.iv,15,1,1.296,4.37,-0.148599,29.719861,1.66182411,31.3924751,0.0549691969,1.42743149,0.127947245,0.0514761709,0.054454988,0.000514208868,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,2,1.296,4.37,-0.128316,29.66324,1.69844783,31.3924751,0.0564348998,1.46253944,0.127949279,0.0515242087,0.0559024289,0.00053247083,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,3,1.296,4.37,-0.108022,29.604339,1.73734876,31.3924751,0.0579791018,1.49984629,0.127951303,0.0515720627,0.0574275138,0.00055158803,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,4,1.296,4.37,-0.087715,29.5429519,1.77873568,31.3924751,0.0596082612,1.53955438,0.127953299,0.0516197446,0.0590366856,0.000571575564,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,5,1.296,4.37,-0.067394,29.4788483,1.82283897,31.3924751,0.0613292798,1.58188717,0.127955269,0.0516672538,0.0607367923,0.000592487411,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,6,1.296,4.37,-0.047059,29.4117744,1.86991252,31.3924751,0.0631498232,1.6270909,0.127957214,0.0517145893,0.062535441,0.00061438228,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,7,1.296,4.37,-0.026707,29.3414509,1.92023587,31.3924751,0.0650784388,1.67543654,0.127959136,0.0517617501,0.0644411146,0.000637324151,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,8,1.296,4.37,-0.006338,29.2675703,1.97411627,31.3924751,0.0671246982,1.7272218,0.127961037,0.0518087351,0.0664633153,0.000661382932,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,9,1.296,4.37,0.014051,29.1897984,2.03187761,31.3924751,0.0692985227,1.78276061,0.12796297,0.0518555104,0.0686117579,0.000686764844,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,10,1.296,4.37,0.034461,29.1077624,2.09391309,31.3924751,0.0716137926,1.84243232,0.127964835,0.0519021406,0.0709004945,0.000713298136,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,11,1.296,4.37,0.054895,29.0210602,2.16061451,31.3924751,0.0740835911,1.90661564,0.127966685,0.0519485908,0.0733423891,0.00074120205,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,12,1.296,4.37,0.075354,28.9292535,2.23242039,31.3924751,0.0767239082,1.9757331,0.127968523,0.051994859,0.0759533285,0.000770579705,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,13,1.296,4.37,0.095841,28.8318667,2.30980667,31.3924751,0.0795533028,2.05024207,0.127970352,0.0520409428,0.0787517571,0.000801545724,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,14,1.296,4.37,0.116358,28.7283851,2.39328829,31.3924751,0.082593558,2.13063572,0.127972174,0.0520868397,0.0817593296,0.000834228344,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,15,1.296,4.37,0.136909,28.6182516,2.48342121,31.3924751,0.0858705773,2.2174441,0.127973992,0.0521325464,0.0850018054,0.000868771883,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,16,1.296,4.37,0.157496,28.5008663,2.58080529,31.3924751,0.0894156341,2.31123578,0.12797581,0.0521780591,0.0885102942,0.000905339867,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,17,1.296,4.37,0.178122,28.3755819,2.68608933,31.3924751,0.0932671405,2.41262118,0.12797763,0.0522233732,0.0923230214,0.000944119066,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,18,1.296,4.37,0.198792,28.2416895,2.79998073,31.3924751,0.0974731941,2.5222596,0.127979457,0.052268483,0.0964878693,0.000985324799,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,19,1.296,4.37,0.219508,28.0984058,2.92326365,31.3924751,0.102095297,2.64087368,0.127981295,0.0523133817,0.101066089,0.00102920811,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,20,1.296,4.37,0.240276,27.944836,3.05683279,31.3924751,0.10721385,2.76927773,0.127983147,0.0523580605,0.106137784,0.00107606569,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,21,1.296,4.37,0.2611,27.7799136,3.20175439,31.3924751,0.112936351,2.90843051,0.12798502,0.0524025088,0.111810097,0.00112625417,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,22,1.296,4.37,0.281989,27.6022936,3.35937356,31.3924751,0.119409686,3.05953024,0.127986919,0.0524467126,0.118229474,0.00118021119,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,23,1.296,4.37,0.302949,27.4101682,3.53149806,31.3924751,0.12683858,3.22417997,0.127988854,0.0524906544,0.125600092,0.00123848794,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,24,1.296,4.37,0.323995,27.2009593,3.72070586,31.3924751,0.135513213,3.4046675,0.127990837,0.0525343112,0.134211412,0.00130180099,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,25,1.296,4.37,0.345146,26.9708174,3.93084726,31.3924751,0.145850122,3.6044266,0.127992886,0.0525776525,0.144479004,0.00137111769,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,26,1.296,4.37,0.366431,26.7138195,4.16784451,31.3924751,0.158451803,3.82877704,0.127995031,0.0526206382,0.157004002,0.00144780087,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,27,1.296,4.37,0.387896,26.4207346,4.4409285,31.3924751,0.174191294,4.08607668,0.127997313,0.0526632144,0.172657436,0.00153385857,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,28,1.296,4.37,0.409614,26.0771796,4.76448391,31.3924751,0.194327547,4.38945126,0.1279998,0.0527053092,0.192695168,0.00163237892,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,29,1.296,4.37,0.431695,25.6609942,5.16066819,31.3924751,0.220653296,4.75926547,0.128002597,0.0527468275,0.218905012,0.0017482836,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,30,1.296,4.37,0.454306,25.1388054,5.66285841,31.3924751,0.255665347,5.22639956,0.12800586,0.0527876452,0.253775743,0.00188960318,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,31,1.296,4.37,0.477689,24.462189,6.31943923,31.3924751,0.302711173,5.83589061,0.128009858,0.0528275813,0.300641326,0.00206984702,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,32,1.296,4.37,0.502182,23.5635679,7.19806607,31.3924751,0.366090336,6.6510944,0.128014818,0.0528665083,0.363780621,0.0023097149,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,33,1.296,4.37,0.528218,22.356425,8.38521671,31.3924751,0.450823656,7.75346765,0.128021196,0.0529042015,0.448180819,0.00264283715,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,34,1.296,4.37,0.556299,20.7401404,9.98151107,31.3924751,0.56210953,9.23843158,0.128029478,0.052940488,0.558991964,0.00311756614,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,35,1.296,4.37,0.586925,18.6149809,12.0866304,31.3924751,0.704227208,11.2013878,0.128040191,0.0529752498,0.700429912,0.00379729636,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,36,1.296,4.37,0.620477,15.9046837,14.7769516,31.3924751,0.879274615,13.7166148,0.128053655,0.0530085711,0.874522462,0.00475215346,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,37,1.296,4.37,0.657088,12.5823973,18.079186,31.3924751,1.08587445,16.8122008,0.128070152,0.0530406102,1.07982868,0.006045769,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,38,1.296,4.37,0.696573,8.68538639,21.9562398,31.3924751,1.31910174,20.4559767,0.12808952,0.0530718024,1.31138805,0.00771369491,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,39,1.296,4.37,0.738424,4.31529638,26.3062446,31.3924751,1.57083814,24.5541924,0.128111481,0.0531026283,1.56108857,0.0097495725,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,40,1.296,4.37,0.781885,-0.376991765,30.9787197,31.3924751,1.83139006,28.9660605,0.1281354,0.0531337105,1.81929013,0.0120999263,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,41,1.296,4.37,0.825959,-5.19171288,35.7736927,31.3924751,2.08980315,33.5025632,0.128160378,0.0531659449,2.07514279,0.0146603535,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,42,1.296,4.37,0.869678,-9.93565518,40.4973202,31.3924751,2.336059,37.9798757,0.128185575,0.0531999375,2.31876054,0.0172984578,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,43,1.296,4.37,0.911955,-14.3909126,44.9319823,31.3924751,2.56002669,42.1905091,0.128209958,0.0532365821,2.54016784,0.019858851,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
bandGap+ElectronAffinity.iv,15,44,1.296,4.37,0.951763,-18.3526472,48.8743457,31.3924751,2.75403299,45.9388037,0.128232159,0.053276906,2.73184033,0.0221926633,0.0,0.778446,29.24380442,51.9804,11.8332,0.502182,23.56356794
