source_file,simulation_id,scan_point,band gap[eV],electron affinity[eV],v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),Voc,Jsc,FF,eta,V_MPP,J_MPP
bandGap+ElectronAffinity.iv,6,29,1.247,3.97,0.420651,27.8698244,4.58478606,33.0263716,0.260218428,4.1657784,0.128877894,0.0299113431,0.253591293,0.00662713545,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,30,1.247,3.97,0.445197,26.9605856,5.47402463,33.0263716,0.28839248,5.02682616,0.128892098,0.0299138961,0.280941039,0.00745144074,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,31,1.247,3.97,0.472449,25.5102644,6.9043453,33.0263716,0.321387954,6.4241328,0.128906542,0.0299180058,0.312987777,0.00840017709,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,32,1.247,3.97,0.504034,23.1932817,9.20132687,33.0263716,0.35988888,8.68259212,0.12892111,0.0299247603,0.350402066,0.00948681367,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,33,1.247,3.97,0.542086,19.5828404,12.7917704,33.0263716,0.404124778,12.2287742,0.128935585,0.0299358797,0.393408117,0.0107166609,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,34,1.247,3.97,0.588704,14.2591605,18.0954501,33.0263716,0.453191009,17.4833556,0.128949599,0.0299538526,0.441118617,0.0120723929,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,35,1.247,3.97,0.644566,7.08680198,25.2478061,33.0263716,0.504226953,24.5846346,0.1289626,0.029981927,0.490730419,0.0134965343,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,36,1.247,3.97,0.707029,-1.40575949,33.7203685,33.0263716,0.552225859,33.0091452,0.128973886,0.0300235579,0.537347659,0.0148782003,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,37,1.247,3.97,0.769587,-9.91738436,42.2119937,33.0263716,0.591653418,41.4612772,0.128982805,0.0300802811,0.575585447,0.0160679714,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,38,1.247,3.97,0.824844,-16.9688372,49.243443,33.0263716,0.619428979,48.464871,0.128989069,0.0301538681,0.602477658,0.016951321,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,39,1.247,3.97,0.869131,-21.8262118,54.0808189,33.0263716,0.636370839,53.2852147,0.128992948,0.0302404235,0.618851655,0.017519184,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,40,1.247,3.97,0.903604,-24.720896,56.9555015,33.0263716,0.645695461,56.150476,0.128995124,0.030334855,0.627853937,0.0178415233,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,41,1.247,3.97,0.931528,-26.3055859,58.5201903,33.0263716,0.650547258,57.7102132,0.128996272,0.0304335354,0.632534545,0.0180127129,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,42,1.247,3.97,0.955762,-27.1524529,59.3470558,33.0263716,0.65304884,58.534478,0.128996869,0.0305321153,0.634946854,0.0181019861,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,43,1.247,3.97,0.978104,-27.6207178,59.7953195,33.0263716,0.654386801,58.9813043,0.12899719,0.0306312685,0.636236763,0.0181500378,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,44,1.247,3.97,0.999511,-27.9022232,60.0568307,33.0263716,0.65514052,59.2419631,0.128997369,0.0307297597,0.636960352,0.0181801682,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,45,1.247,3.97,1.020463,-28.0925976,60.2271994,33.0263716,0.65566295,59.4117123,0.128997497,0.0308266829,0.637466857,0.0181960938,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,46,1.247,3.97,1.041189,-28.2377524,60.3523547,33.0263716,0.656030169,59.5364056,0.128997586,0.0309213265,0.637820777,0.0182093923,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,47,1.247,3.97,1.061802,-28.3603358,60.4549381,33.0263716,0.656330224,59.6385945,0.128997658,0.0310156683,0.638109947,0.0182202771,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,48,1.247,3.97,1.082352,-28.4703881,60.5449897,33.0263716,0.656592983,59.7282906,0.128997722,0.0311083284,0.638363163,0.0182298194,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,49,1.247,3.97,1.102865,-28.57291,60.6275121,33.0263716,0.656833263,59.8104814,0.12899778,0.0311996186,0.638594708,0.0182385541,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,50,1.247,3.97,1.123352,-28.6703775,60.704979,33.0263716,0.65705839,59.8876326,0.128997835,0.0312901435,0.638811645,0.0182467451,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,51,1.247,3.97,1.143818,-28.7636912,60.7782933,33.0263716,0.657271102,59.9606455,0.128997886,0.031378789,0.639016615,0.0182544875,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,52,1.247,3.97,1.16427,-28.8540611,60.8486631,33.0263716,0.657474896,60.0307239,0.128997936,0.0314663796,0.639212979,0.0182619166,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,53,1.247,3.97,1.184708,-28.9416319,60.9162339,33.0263716,0.657670306,60.0980128,0.128997983,0.0315527838,0.639401265,0.018269041,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,54,1.247,3.97,1.205134,-29.0267336,60.9813356,33.0263716,0.657858267,60.1628406,0.128998029,0.0316386846,0.639582366,0.018275901,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,55,1.247,3.97,1.225548,-29.1095121,61.0441134,33.0263716,0.658039264,60.2253525,0.128998073,0.0317235882,0.639756754,0.0182825098,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,56,1.247,3.97,1.245951,-29.1901112,61.1047131,33.0263716,0.658213734,60.2856937,0.128998115,0.0318075343,0.63992485,0.0182888841,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,57,1.247,3.97,1.266343,-29.2686354,61.1632373,33.0263716,0.658382003,60.3439671,0.128998156,0.0318900057,0.640086967,0.0182950356,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,58,1.247,3.97,1.286725,-29.345022,61.2196239,33.0263716,0.658543911,60.4001103,0.128998196,0.0319714402,0.640242953,0.0183009578,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,59,1.247,3.97,1.307099,-29.4197826,61.2743845,33.0263716,0.65870095,60.4546334,0.128998234,0.0320518861,0.640394245,0.0183067054,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,60,1.247,3.97,1.327464,-29.4928845,61.3274857,33.0263716,0.658853037,60.5075023,0.128998271,0.0321321308,0.640540762,0.0183122745,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,6,61,1.247,3.97,1.347822,-29.5643658,61.378967,33.0263716,0.659000305,60.5587568,0.128998307,0.0322115716,0.640682635,0.0183176699,0.0,0.696938,30.88135689,55.9988,12.0523,0.472449,25.51026435
bandGap+ElectronAffinity.iv,7,1,1.247,4.066,-0.156627,31.3254991,1.68889287,33.0263716,0.0502475101,1.47141765,0.128514301,0.038713406,0.0498891118,0.00035839836,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,2,1.247,4.066,-0.136393,31.2786908,1.71570031,33.0263716,0.0515020265,1.49695453,0.128523936,0.0387198216,0.0511223543,0.000379672164,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,3,1.247,4.066,-0.116154,31.2308827,1.74350844,33.0263716,0.0528284894,1.52342032,0.128533612,0.0387260156,0.052425819,0.000402670404,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,4,1.247,4.066,-0.09591,31.1820108,1.77238028,33.0263716,0.0542333047,1.55087166,0.128543332,0.0387319899,0.053805735,0.00042756973,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,5,1.247,4.066,-0.07566,31.1320065,1.80238455,33.0263716,0.0557236235,1.57937009,0.128553097,0.0387377464,0.0552690551,0.000454568359,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,6,1.247,4.066,-0.055404,31.0807947,1.83359635,33.0263716,0.0573074445,1.60898271,0.128562911,0.0387432871,0.0568235555,0.000483889021,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,7,1.247,4.066,-0.035141,31.028293,1.86609794,33.0263716,0.0589937345,1.63978282,0.128572774,0.0387486143,0.0584779521,0.000515782412,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,8,1.247,4.066,-0.014872,30.9744113,1.89997968,33.0263716,0.0607925683,1.67185069,0.12858269,0.0387537303,0.0602420371,0.000550531196,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,9,1.247,4.066,0.005405,30.9190499,1.93534099,33.0263716,0.0627152923,1.7052744,0.128592661,0.0387586377,0.0621268376,0.000588454631,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,10,1.247,4.066,0.02569,30.8620992,1.97229164,33.0263716,0.0647747164,1.7401509,0.12860269,0.0387633393,0.0641448025,0.000629913951,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,11,1.247,4.066,0.045983,30.8034377,2.01095309,33.0263716,0.0669853398,1.77658714,0.12861278,0.0387678381,0.0663100212,0.00067531862,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,12,1.247,4.066,0.066285,30.7429306,2.05146016,33.0263716,0.0693636175,1.81470147,0.128622934,0.0387721371,0.0686384839,0.000725133622,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,13,1.247,4.066,0.086598,30.6804277,2.09396296,33.0263716,0.0719282774,1.85462529,0.128633156,0.0387762398,0.0711483894,0.000779887982,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,14,1.247,4.066,0.106921,30.6157614,2.13862922,33.0263716,0.0747006994,1.89650492,0.12864345,0.0387801499,0.0738605147,0.00084018474,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,15,1.247,4.066,0.127256,30.5487435,2.18564704,33.0263716,0.0777053732,1.94050398,0.12865382,0.0387838711,0.0767986606,0.000906712668,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,16,1.247,4.066,0.147604,30.479162,2.23522836,33.0263716,0.0809704565,1.98680623,0.12866427,0.0387874077,0.0799901964,0.000980260064,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,17,1.247,4.066,0.167966,30.4067771,2.28761318,33.0263716,0.0845284671,2.03561914,0.128674804,0.0387907639,0.083466736,0.00106173106,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,18,1.247,4.066,0.188343,30.3313151,2.34307504,33.0263716,0.0884171577,2.08717851,0.128685429,0.0387939446,0.0872649928,0.00115216496,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,19,1.247,4.066,0.208738,30.2524617,2.40192835,33.0263716,0.092680652,2.14175459,0.12869615,0.0387969548,0.0914278926,0.00125275933,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,20,1.247,4.066,0.229151,30.1698514,2.46453851,33.0263716,0.0973709664,2.19966078,0.128706972,0.0387997998,0.0960060687,0.00136489764,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,21,1.247,4.066,0.249585,30.0830529,2.53133674,33.0263716,0.10255013,2.26126622,0.128717901,0.0388024853,0.101059947,0.0014901827,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,22,1.247,4.066,0.270042,29.9915468,2.60284272,33.0263716,0.108293252,2.3270155,0.128728946,0.0388050175,0.106662774,0.00163047749,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,23,1.247,4.066,0.290527,29.8946882,2.67970106,33.0263716,0.114693131,2.39746041,0.128740113,0.038807403,0.112905175,0.00178795563,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,24,1.247,4.066,0.311042,29.7916468,2.76274214,33.0263716,0.12186739,2.47331369,0.128751409,0.0388096492,0.119902225,0.00196516514,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,25,1.247,4.066,0.331593,29.6813017,2.85308691,33.0263716,0.129969724,2.55554258,0.128762844,0.0388117641,0.127804613,0.00216511114,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,26,1.247,4.066,0.35219,29.5620571,2.95233122,33.0263716,0.139207778,2.64553526,0.128774425,0.0388137572,0.136816411,0.00239136732,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,27,1.247,4.066,0.372842,29.431513,3.06287488,33.0263716,0.149871464,2.74540162,0.128786163,0.0388156399,0.14722323,0.00264823405,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,28,1.247,4.066,0.393571,29.285874,3.18851344,33.0263716,0.162377307,2.85852064,0.128798066,0.0388174271,0.15943633,0.002940977,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,29,1.247,4.066,0.414406,29.1188807,3.33550607,33.0263716,0.177336921,2.99053987,0.128810144,0.0388191395,0.174060709,0.00327621216,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,30,1.247,4.066,0.435401,28.9198857,3.5145006,33.0263716,0.19566125,3.15119614,0.128822406,0.0388208081,0.191998681,0.00366256831,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,31,1.247,4.066,0.456648,28.670402,3.74398332,33.0263716,0.218717493,3.35760849,0.128834858,0.0388224825,0.214605605,0.00411188816,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,32,1.247,4.066,0.47831,28.3380019,4.05638225,33.0263716,0.248562471,3.64014802,0.128847507,0.0388242458,0.24392099,0.004641481,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,33,1.247,4.066,0.500671,27.8657791,4.50860371,33.0263716,0.288281002,4.05263612,0.128860349,0.0388262405,0.283002605,0.00527839677,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,34,1.247,4.066,0.524225,27.1549703,5.19941018,33.0263716,0.342446185,4.68926191,0.128873373,0.0388287147,0.336378791,0.00606739399,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,35,1.247,4.066,0.549806,26.0387336,6.29564373,33.0263716,0.41764783,5.71027726,0.128886546,0.0388320982,0.410562935,0.00708489472,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,36,1.247,4.066,0.578752,24.2496459,8.06472373,33.0263716,0.522805289,7.37418151,0.128899804,0.0388371228,0.514345351,0.00845993733,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,37,1.247,4.066,0.613004,21.3991575,10.8952317,33.0263716,0.668424593,10.0590491,0.128913023,0.038845001,0.658029496,0.0103950969,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,38,1.247,4.066,0.654887,17.0226152,15.2517709,33.0263716,0.863122094,14.2208652,0.128926007,0.0388575626,0.849973165,0.0131489292,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,39,1.247,4.066,0.706112,10.7775913,21.4767854,33.0263716,1.10575222,20.2032174,0.128938425,0.0388773624,1.0888361,0.0169161217,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,40,1.247,4.066,0.765884,2.82313689,29.4112399,33.0263716,1.37569559,27.8676871,0.128949783,0.038907397,1.3541329,0.0215626836,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,41,1.247,4.066,0.829346,-5.86926692,38.0835945,33.0263716,1.63291965,36.2827661,0.128959477,0.0389492314,1.60649085,0.0264288041,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,42,1.247,4.066,0.888928,-13.7856311,45.9799906,33.0263716,1.83733948,43.9746783,0.128966949,0.0390059296,1.80673146,0.0306080256,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,43,1.247,4.066,0.938749,-19.7498413,51.9241937,33.0263716,1.97345082,49.7826959,0.128972034,0.0390749131,1.9399007,0.0335501211,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,44,1.247,4.066,0.977779,-23.5557299,55.7100394,33.0263716,2.05231715,53.4895942,0.128975104,0.0391529556,2.01700053,0.035316624,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,45,1.247,4.066,1.008597,-25.7194755,57.8537439,33.0263716,2.09424855,55.5912828,0.128976796,0.0392357452,2.05797272,0.036275829,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,46,1.247,4.066,1.034418,-26.8835081,58.9977476,33.0263716,2.11581337,56.7136368,0.128977686,0.0393198007,2.07903857,0.0367748045,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,47,1.247,4.066,1.057563,-27.5126186,59.6068411,33.0263716,2.12706209,57.3113963,0.128978157,0.0394045265,2.0900254,0.0370366905,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,48,1.247,4.066,1.079365,-27.8729509,59.9472897,33.0263716,2.1331282,57.645694,0.128978407,0.0394890269,2.09594258,0.0371856277,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,49,1.247,4.066,1.100509,-28.1018585,60.1561954,33.0263716,2.1369121,57.8507326,0.128978567,0.039572194,2.09963765,0.0372744504,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,50,1.247,4.066,1.121331,-28.2661334,60.3004693,33.0263716,2.13951363,57.9923238,0.128978678,0.0396532513,2.10217802,0.0373356067,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,51,1.247,4.066,1.141993,-28.3986155,60.4129508,33.0263716,2.1415351,58.1027029,0.128978764,0.0397340324,2.10415192,0.0373831807,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,52,1.247,4.066,1.162571,-28.5141843,60.5085191,33.0263716,2.14324803,58.1964789,0.128978837,0.0398132642,2.1058245,0.0374235278,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,53,1.247,4.066,1.183101,-28.620151,60.5944854,33.0263716,2.14478527,58.2808296,0.128978902,0.0398916081,2.10732551,0.0374597638,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,54,1.247,4.066,1.2036,-28.7199674,60.6743014,33.0263716,2.14620953,58.3591445,0.128978963,0.0399684114,2.10871617,0.0374933586,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,55,1.247,4.066,1.224076,-28.8151438,60.7494775,33.0263716,2.14754843,58.4329062,0.12897902,0.040043795,2.11002347,0.0375249566,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,56,1.247,4.066,1.244535,-28.9070622,60.8213956,33.0263716,2.14882683,58.5034714,0.128979075,0.0401182787,2.11127168,0.0375551481,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,57,1.247,4.066,1.26498,-28.9960527,60.8903859,33.0263716,2.15005104,58.5711636,0.128979128,0.0401921213,2.11246697,0.0375840735,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,58,1.247,4.066,1.285412,-29.0823524,60.9566852,33.0263716,2.1512255,58.6362161,0.128979178,0.0402645039,2.11361367,0.0376118377,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,59,1.247,4.066,1.305831,-29.1662864,61.020619,33.0263716,2.15235619,58.6989472,0.128979227,0.0403364106,2.11471761,0.0376385803,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,60,1.247,4.066,1.32624,-29.2479657,61.082298,33.0263716,2.15344527,58.7594661,0.128979274,0.0404074114,2.11578092,0.037664351,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,7,61,1.247,4.066,1.346636,-29.3272753,61.1416072,33.0263716,2.15449119,58.8176602,0.128979319,0.0404764795,2.11680209,0.0376890982,0.0,0.7867,30.93394912,58.8281,14.3163,0.549806,26.03873358
bandGap+ElectronAffinity.iv,8,1,1.247,4.165,-0.156234,31.2468884,1.76733228,33.0263716,0.0462171777,1.54934317,0.128475543,0.0432963908,0.0461509605,6.62171047e-05,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,2,1.247,4.165,-0.135985,31.197031,1.79718454,33.0263716,0.0472200099,1.57815799,0.128484034,0.0433225004,0.0471480571,7.19527998e-05,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,3,1.247,4.165,-0.11573,31.1460508,1.82816454,33.0263716,0.0482737936,1.6080502,0.128492506,0.0433480448,0.0481955047,7.82889299e-05,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,4,1.247,4.165,-0.095469,31.0938755,1.86033917,33.0263716,0.0493827345,1.63908247,0.128500956,0.0433730099,0.0492974372,8.52973036e-05,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,5,1.247,4.165,-0.075202,31.040434,1.89378028,33.0263716,0.0505515272,1.67132199,0.128509384,0.0433973819,0.0504584678,9.30593479e-05,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,6,1.247,4.165,-0.054928,30.9856478,1.92856562,33.0263716,0.0517854071,1.70484128,0.128517785,0.0434211475,0.0516837397,0.000101667426,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,7,1.247,4.165,-0.034647,30.9294337,1.96477946,33.0263716,0.0530902279,1.73971878,0.128526159,0.0434442933,0.0529790014,0.000111226441,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,8,1.247,4.165,-0.014358,30.8716989,2.0025133,33.0263716,0.0544725514,1.77603944,0.128534501,0.0434668064,0.0543506957,0.000121855701,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,9,1.247,4.165,0.005938,30.8123444,2.04186672,33.0263716,0.0559397546,1.81389548,0.128542808,0.0434886742,0.0558060635,0.000133691081,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,10,1.247,4.165,0.026244,30.7512625,2.08294823,33.0263716,0.057500154,1.85338711,0.128551079,0.0435098845,0.0573532664,0.000146887547,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,11,1.247,4.165,0.046558,30.6883329,2.12587642,33.0263716,0.0591631545,1.89462353,0.128559309,0.0435304259,0.0590015324,0.000161622102,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,12,1.247,4.165,0.066883,30.6234275,2.17078112,33.0263716,0.0609394267,1.93772391,0.128567496,0.0435502877,0.0607613295,0.000178097232,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,13,1.247,4.165,0.087218,30.5564029,2.21780485,33.0263716,0.0628411193,1.98281864,0.128575636,0.0435694603,0.0626445743,0.000196544954,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
bandGap+ElectronAffinity.iv,8,14,1.247,4.165,0.107564,30.4871012,2.26710448,33.0263716,0.0648821177,2.0300507,0.128583726,0.0435879347,0.0646648861,0.000217231582,0.0,0.83277,30.82987518,59.7707,15.3456,0.589939,26.01223351
