MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.1954708102182181,0.03991296704057927,0.1997822991172623,-0.13397179005478876,0.18276243412695337,0.25117139603168326,1.1124308892633037,1.1189058375202086,0.9515837883828178,extra_trees,12,3
