feature,importance_mean,importance_std
thickness[µm],0.12082804302678879,0.06721807042746746
electron affinity[eV],0.375292888437023,0.1640523776976064
band gap[eV],0.4517355393044405,0.17988695256379753
missing(electron affinity[eV]),0.511045126841465,0.2134376533978782
missing(thickness[µm]),0.511045126841465,0.2134376533978782
