MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.17309581948674796,0.056855080443340575,0.238443033958513,0.9797769046332657,0.13665811572405762,0.5931637118686339,1.1028876477644107,1.113495491198444,0.9894966659236257,support_vector_regression,40,10
