source_file,simulation_id,scan_point,band gap[eV],electron affinity[eV],thickness[µm],v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),Voc,Jsc,FF,eta,V_MPP,J_MPP
thickness+bandgap.iv,12,26,1.296,4.066,,0.359784,28.0432425,2.83837078,31.3924751,0.111625584,2.54883533,0.128747247,0.049162615,0.110235244,0.0013903401,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,27,1.296,4.066,,0.380358,27.9284084,2.93320463,31.3924751,0.118698547,2.63658018,0.128758516,0.0491673895,0.117156466,0.00154208055,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,28,1.296,4.066,,0.400975,27.8049312,3.03668156,31.3924751,0.126722571,2.73201721,0.128769931,0.0491718453,0.125008542,0.00171402868,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,29,1.296,4.066,,0.421646,27.6708196,3.15079277,31.3924751,0.135930438,2.83690483,0.128781501,0.049176001,0.134021013,0.00190942495,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,30,1.296,4.066,,0.442385,27.523022,3.27859,31.3924751,0.146655004,2.95396188,0.128793237,0.0491798781,0.144522799,0.00213220571,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,31,1.296,4.066,,0.463217,27.3566296,3.42498188,31.3924751,0.159383827,3.08760941,0.128805147,0.0491835031,0.156996561,0.0023872658,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,32,1.296,4.066,,0.484183,27.1634394,3.59817157,31.3924751,0.174842687,3.24532473,0.128817241,0.0491869102,0.172161782,0.00268090449,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,33,1.296,4.066,,0.505353,26.9293671,3.81224317,31.3924751,0.194121691,3.4401018,0.128829527,0.0491901482,0.191100065,0.00302162634,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,34,1.296,4.066,,0.526851,26.6298365,4.09177296,31.3924751,0.218863568,3.69487409,0.128842012,0.0491932912,0.215441931,0.00342163701,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,35,1.296,4.066,,0.548891,26.2217079,4.47990042,31.3924751,0.251539835,4.05030943,0.128854696,0.0491964593,0.247640146,0.0038996886,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,36,1.296,4.066,,0.571852,25.6296314,5.0519752,31.3924751,0.295838443,4.57806933,0.128867572,0.0491998542,0.291351987,0.00448645602,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,37,1.296,4.066,,0.596378,24.7244399,5.93716436,31.3924751,0.357149694,5.40193023,0.128880619,0.0492038205,0.351915419,0.00523427452,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,38,1.296,4.066,,0.623534,23.2932801,7.34831869,31.3924751,0.442997549,6.72721841,0.128893787,0.0492089454,0.436764564,0.00623298517,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,39,1.296,4.066,,0.654947,21.01067,9.61094397,31.3924751,0.562884776,8.86993601,0.128906978,0.049216214,0.555254774,0.00763000193,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,40,1.296,4.066,,0.692772,17.4456018,13.1560105,31.3924751,0.726300706,12.2515626,0.128920031,0.0492271635,0.716666061,0.00963464542,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,41,1.296,4.066,,0.739101,12.1797356,18.4018721,31.3924751,0.937073753,17.2866216,0.12893267,0.0492440442,0.924612909,0.0124608442,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,42,1.296,4.066,,0.794444,5.11111523,25.4504942,31.3924751,1.1841721,24.0881079,0.128944467,0.0492697044,1.16802796,0.0161441461,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,43,1.296,4.066,,0.855805,-3.16098778,33.7025733,31.3924751,1.43633086,32.0879807,0.128954854,0.0493069506,1.41602268,0.0203081772,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,44,1.296,4.066,,0.916542,-11.3084147,41.8299221,31.3924751,1.6528476,39.9987536,0.128963227,0.0493576921,1.62864451,0.024203091,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,45,1.296,4.066,,0.969717,-17.9434544,48.4450196,31.3924751,1.80771174,46.4589173,0.128969224,0.0494214092,1.78053147,0.0271802736,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,46,1.296,4.066,,1.012289,-22.4578298,52.9393982,31.3924751,1.90228804,50.8586416,0.128973008,0.0494955537,1.87320848,0.029079558,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,47,1.296,4.066,,1.045659,-25.1318967,55.5934343,31.3924751,1.95418523,53.4606981,0.128975164,0.0495757818,1.92403672,0.030148518,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,48,1.296,4.066,,1.072973,-26.5945216,57.0360304,31.3924751,1.98114174,54.876254,0.128976314,0.0496582669,1.95042981,0.0307119346,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,49,1.296,4.066,,1.0969,-27.3800089,57.8015012,31.3924751,1.99508511,55.6276973,0.128976918,0.0497418792,1.96407946,0.031005653,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,50,1.296,4.066,,1.119091,-27.8181104,58.2195978,31.3924751,2.00259428,56.0382008,0.128977247,0.0498254451,1.97142976,0.0311645201,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,51,1.296,4.066,,1.140425,-28.0850051,58.4664875,31.3924751,2.00699234,56.2806097,0.12897744,0.0499080182,1.97573453,0.0312578158,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,52,1.296,4.066,,1.161341,-28.2682974,58.6297769,31.3924751,2.00988594,56.4409245,0.128977568,0.0499888629,1.97856663,0.0313193126,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,53,1.296,4.066,,1.18205,-28.4099095,58.7513872,31.3924751,2.01203291,56.5603086,0.128977663,0.0500680022,1.9806679,0.0313650062,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,54,1.296,4.066,,1.202653,-28.5305995,58.8520759,31.3924751,2.01380529,56.6591462,0.128977741,0.0501466478,1.98240252,0.0314027701,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,55,1.296,4.066,,1.223198,-28.6395527,58.9410281,31.3924751,2.01536723,56.7464593,0.128977811,0.0502237428,1.98393115,0.0314360794,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,56,1.296,4.066,,1.243707,-28.7413604,59.0228349,31.3924751,2.01680055,56.8267569,0.128977874,0.0502995538,1.98533388,0.0314666687,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,57,1.296,4.066,,1.264191,-28.8382376,59.0998119,31.3924751,2.01802769,56.9024317,0.128977924,0.0503746316,1.98652961,0.0314980728,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,58,1.296,4.066,,1.284656,-28.9311907,59.1726636,31.3924751,2.01941798,56.9738199,0.128977991,0.0504476992,1.9878954,0.0315225816,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,59,1.296,4.066,,1.305106,-29.0212011,59.2426684,31.3924751,2.02063756,57.0425328,0.128978045,0.0505200249,1.9890889,0.0315486558,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,60,1.296,4.066,,1.325542,-29.1084397,59.3099113,31.3924751,2.02180699,57.1085349,0.128978097,0.0505912371,1.99023332,0.0315736714,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,12,61,1.296,4.066,,1.345966,-29.1932395,59.3747104,31.3924751,2.02293204,57.1721383,0.128978147,0.0506619192,1.99133429,0.0315977501,0.0,0.832755,29.36971232,60.288,14.7451,0.596378,24.72443994
thickness+bandgap.iv,13,1,1.296,4.165,,-0.148334,29.6667174,1.71471172,31.3924751,0.0435162222,1.49169737,0.128470907,0.0510272211,0.0434966383,1.95838857e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,2,1.296,4.165,,-0.128083,29.6165762,1.74484835,31.3924751,0.0443949523,1.52090555,0.128479207,0.0510686345,0.04437353,2.1422355e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,3,1.296,4.165,,-0.107826,29.5651989,1.77622535,31.3924751,0.0453132474,1.55131494,0.128487479,0.0511096788,0.0452897766,2.34707637e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,4,1.296,4.165,,-0.087563,29.5125018,1.80892209,31.3924751,0.0462739785,1.58300205,0.12849572,0.0511503374,0.046248222,2.57565268e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,5,1.296,4.165,,-0.067292,29.4583991,1.84302412,31.3924751,0.0472803202,1.61604927,0.128503929,0.0511905931,0.0472520091,2.83110695e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,6,1.296,4.165,,-0.047014,29.4027989,1.87862394,31.3924751,0.0483357781,1.65054563,0.128512102,0.0512304273,0.0483046076,3.1170482e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,7,1.296,4.165,,-0.026728,29.3456009,1.91582165,31.3924751,0.0494442336,1.68658736,0.128520238,0.0512698192,0.0494098573,3.43762861e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,8,1.296,4.165,,-0.006433,29.2866958,1.95472559,31.3924751,0.0506099957,1.72427852,0.128528332,0.0513087466,0.0505720194,3.79763379e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,9,1.296,4.165,,0.01387,29.2259679,1.99545304,31.3924751,0.0518378623,1.76373161,0.128536383,0.0513471849,0.0517958364,4.20258925e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,10,1.296,4.165,,0.034184,29.163289,2.038131,31.3924751,0.0531331911,1.80506831,0.128544388,0.0513851074,0.0530866022,4.65888606e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,11,1.296,4.165,,0.054507,29.0985224,2.082897,31.3924751,0.0545019851,1.84842019,0.128552343,0.051422485,0.0544502458,5.17392922e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,12,1.296,4.165,,0.074842,29.0315188,2.12989999,31.3924751,0.0559509926,1.89392947,0.128560246,0.0514592862,0.0558934294,5.75631303e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,13,1.296,4.165,,0.095189,28.9621162,2.17930128,31.3924751,0.0574878268,1.94174988,0.128568094,0.0514954769,0.0574236665,6.41602825e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,14,1.296,4.165,,0.115549,28.8901412,2.23127555,31.3924751,0.0591211099,1.99204753,0.128575884,0.0515310205,0.0590494628,7.16470712e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,15,1.296,4.165,,0.135923,28.8154032,2.286012,31.3924751,0.0608606458,2.04500186,0.128583615,0.0515658774,0.0607804866,8.01591284e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,16,1.296,4.165,,0.156312,28.7376989,2.34371558,31.3924751,0.0627176315,2.10080666,0.128591282,0.051600006,0.0626277767,8.98548192e-05,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,17,1.296,4.165,,0.176716,28.6568044,2.40460836,31.3924751,0.0647049172,2.15967119,0.128598885,0.0516333618,0.0646039979,0.000100919289,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,18,1.296,4.165,,0.197138,28.5724799,2.46893113,31.3924751,0.0668373306,2.22182148,0.12860642,0.0516658984,0.0667237613,0.000113569252,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,19,1.296,4.165,,0.217578,28.4844816,2.53694533,31.3924751,0.0691322158,2.28750166,0.128613882,0.051697571,0.0690041574,0.000128058387,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,20,1.296,4.165,,0.238038,28.3924912,2.6089355,31.3924751,0.071609492,2.3569764,0.128621278,0.0517283235,0.0714648069,0.000144685144,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,21,1.296,4.165,,0.258519,28.2962148,2.6852117,31.3924751,0.0742930647,2.43053193,0.128628603,0.0517581088,0.0741292655,0.000163799206,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,22,1.296,4.165,,0.279023,28.1953126,2.76611378,31.3924751,0.0772113885,2.50847966,0.128635855,0.051786877,0.0770255764,0.00018581211,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,23,1.296,4.165,,0.299553,28.0894098,2.85201632,31.3924751,0.0803990261,2.59115968,0.128643034,0.0518145794,0.0801878175,0.000211208657,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,24,1.296,4.165,,0.32011,27.97809,2.94333584,31.3924751,0.0838988308,2.6789457,0.12865014,0.0518411694,0.0836582696,0.000240561219,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,25,1.296,4.165,,0.340696,27.8608844,3.04054118,31.3924751,0.0877653446,2.77225206,0.128657173,0.0518666042,0.0874907968,0.000274547736,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,26,1.296,4.165,,0.361314,27.7372562,3.14416906,31.3924751,0.09207023,2.87154385,0.128664132,0.0518908454,0.0917562549,0.000313975049,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,27,1.296,4.165,,0.381967,27.6065765,3.25484833,31.3924751,0.0969110933,2.97735236,0.128671018,0.0519138611,0.0965512827,0.000359810547,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,28,1.296,4.165,,0.40266,27.4680857,3.37333878,31.3924751,0.102425884,3.09029944,0.128677831,0.0519356267,0.102012657,0.000413227519,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,29,1.296,4.165,,0.423396,27.3208288,3.50059518,31.3924751,0.108816264,3.21113822,0.128684573,0.0519561261,0.10834059,0.000475674598,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,30,1.296,4.165,,0.444182,27.1635479,3.63787548,31.3924751,0.116385027,3.34082386,0.128691243,0.0519753526,0.115836037,0.000548989628,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,31,1.296,4.165,,0.465028,26.994495,3.78692787,31.3924751,0.125595067,3.48064165,0.128697843,0.0519933102,0.124959468,0.000635598817,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,32,1.296,4.165,,0.485944,26.811101,3.95032119,31.3924751,0.13716102,3.63244578,0.128704374,0.0520100143,0.136422136,0.000738884135,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,33,1.296,4.165,,0.506953,26.6093804,4.13204115,31.3924751,0.152190747,3.79911408,0.128710838,0.0520254926,0.151326858,0.000863888757,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,34,1.296,4.165,,0.528086,26.3828339,4.33858701,31.3924751,0.172404241,3.98542575,0.128717235,0.0520397869,0.171385533,0.00101870836,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,35,1.296,4.165,,0.549398,26.1204025,4.58101753,31.3924751,0.200474609,4.19976639,0.128723572,0.0520529567,0.199257332,0.00121727729,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,36,1.296,4.165,,0.570987,25.8026268,4.87879234,31.3924751,0.240560755,4.45743664,0.128729853,0.0520650855,0.239075781,0.0014849743,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,37,1.296,4.165,,0.593028,25.3944673,5.26695124,31.3924751,0.299130429,4.78700842,0.128736092,0.052076295,0.297260603,0.00186982508,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,38,1.296,4.165,,0.615839,24.8321711,5.80924634,31.3924751,0.386182799,5.24223445,0.128742315,0.0520867717,0.38371842,0.00246437868,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,39,1.296,4.165,,0.639998,24.0004751,6.62094101,31.3924751,0.51688919,5.92320643,0.128748566,0.0520968175,0.513442925,0.003446265,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,40,1.296,4.165,,0.666513,22.6974577,7.90395688,31.3924751,0.713238836,7.00985618,0.128754932,0.0521069386,0.708093491,0.0051453449,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,41,1.296,4.165,,0.697026,20.5948621,9.98655032,31.3924751,1.00399365,8.80167714,0.128761558,0.052117983,0.995865854,0.00812779181,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,42,1.296,4.165,,0.733818,17.2363438,13.3250696,31.3924751,1.41875926,11.7254104,0.128768658,0.0521312997,1.40553955,0.0132197078,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,43,1.296,4.165,,0.779135,12.1730339,18.3684274,31.3924751,1.97067062,16.2168315,0.12877646,0.0521488028,1.94940133,0.0212692881,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,44,1.296,4.165,,0.83346,5.30806815,25.2132558,31.3924751,2.63083555,22.4014625,0.128784996,0.0521727118,2.59836669,0.0324688624,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,45,1.296,4.165,,0.893647,-2.72931523,33.2308912,31.3924751,3.31867889,29.7312133,0.128793971,0.0522050331,3.2730131,0.0456657888,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,46,1.296,4.165,,0.953431,-10.6862028,41.1679627,31.3924751,3.93242457,37.0544886,0.128802511,0.0522469894,3.87386436,0.0585602099,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,47,1.296,4.165,,1.00654,-17.3079359,47.7687341,31.3924751,4.39996565,43.1876606,0.128809589,0.0522983103,4.33098459,0.0689810566,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,48,1.296,4.165,,1.049856,-21.9711937,52.4131482,31.3924751,4.70947919,47.5224963,0.128814719,0.0523579239,4.63328741,0.0761917837,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,49,1.296,4.165,,1.084201,-24.8402084,55.2609268,31.3924751,4.88961191,50.1900742,0.128817856,0.0524228069,4.80917833,0.0804335845,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,50,1.296,4.165,,1.112228,-26.4455762,56.847622,31.3924751,4.98899362,51.6773186,0.128819688,0.0524901617,4.90614144,0.0828521811,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,51,1.296,4.165,,1.136582,-27.3164802,57.6986953,31.3924751,5.0410882,52.4762276,0.128820661,0.0525587715,4.9569737,0.0841145021,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
thickness+bandgap.iv,13,52,1.296,4.165,,1.158998,-27.7996093,58.1619177,31.3924751,5.06921971,52.9112492,0.128821193,0.0526275379,4.98442131,0.0847983967,0.0,0.873586,29.26764783,60.0765,15.3602,0.639998,24.00047514
