source_file,simulation_id,scan_point,band gap[eV],electron affinity[eV],thickness[µm],v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),Voc,Jsc,FF,eta,V_MPP,J_MPP
thickness+bandgap.iv,1,1,1.2,3.97,,-0.164454,32.8908821,1.86467547,34.7682332,0.0637662387,1.64859687,0.128582955,0.0237294036,0.0629039115,0.000862327205,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,2,1.2,3.97,,-0.144185,32.8369146,1.89864193,34.7682332,0.0657814479,1.68053776,0.128593077,0.0237296389,0.0648692139,0.000912234064,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,3,1.2,3.97,,-0.123907,32.7814634,1.93409311,34.7682332,0.0679385732,1.71382141,0.128603262,0.0237298704,0.066972081,0.000966492152,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,4,1.2,3.97,,-0.103622,32.7244142,1.97114229,34.7682332,0.0702524884,1.74854619,0.128613512,0.0237300985,0.0692268977,0.0010255907,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,5,1.2,3.97,,-0.083328,32.6656412,2.00991528,34.7682332,0.072740045,1.78482108,0.128623832,0.0237303235,0.0716499605,0.00109008448,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,6,1.2,3.97,,-0.063025,32.605004,2.0505524,34.7682332,0.0754203783,1.82276725,0.128634226,0.0237305459,0.0742597745,0.00116060374,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,7,1.2,3.97,,-0.042712,32.5423457,2.09321072,34.7682332,0.0783152708,1.86251999,0.128644699,0.0237307661,0.0770774049,0.00123786585,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,8,1.2,3.97,,-0.022387,32.4774896,2.13806679,34.7682332,0.0814495819,1.90423097,0.128655255,0.0237309846,0.0801268929,0.00132268904,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,9,1.2,3.97,,-0.002051,32.4102364,2.18531998,34.7682332,0.0848517572,1.94807112,0.128665901,0.0237312019,0.0834357487,0.00141600851,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,10,1.2,3.97,,0.018298,32.3403596,2.23519673,34.7682332,0.0885544346,1.99423423,0.128676642,0.0237314187,0.0870355391,0.00151889548,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,11,1.2,3.97,,0.038662,32.2676004,2.28795595,34.7682332,0.0925951685,2.04294166,0.128687484,0.0237316357,0.0909625889,0.00163257963,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,12,1.2,3.97,,0.059042,32.19166,2.34389633,34.7682332,0.0970173002,2.09444874,0.128698436,0.0237318537,0.0952588245,0.00175847575,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,13,1.2,3.97,,0.079439,32.1121898,2.40336645,34.7682332,0.101871006,2.14905386,0.128709504,0.0237320736,0.0999727901,0.00189821549,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,14,1.2,3.97,,0.099856,32.0287766,2.46677963,34.7682332,0.107214567,2.20711207,0.128720697,0.0237322964,0.105160881,0.00205368515,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,15,1.2,3.97,,0.120295,31.9409195,2.53463673,34.7682332,0.113115921,2.26905626,0.128732026,0.0237325235,0.11088885,0.00222707101,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,16,1.2,3.97,,0.14076,31.8479934,2.60756273,34.7682332,0.119654566,2.3354319,0.128743499,0.0237327564,0.117233652,0.00242091393,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,17,1.2,3.97,,0.161254,31.7491881,2.68636799,34.7682332,0.126923915,2.40695595,0.128755129,0.023732997,0.12428574,0.00263817514,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,18,1.2,3.97,,0.181783,31.6434022,2.77215389,34.7682332,0.135034244,2.48461946,0.128766929,0.0237332481,0.132151927,0.00288231619,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,19,1.2,3.97,,0.202355,31.5290572,2.86649886,34.7682332,0.144116415,2.56987002,0.128778911,0.0237335132,0.140959018,0.00315739612,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,20,1.2,3.97,,0.222981,31.4037649,2.97179114,34.7682332,0.154326649,2.6649396,0.128791092,0.0237337979,0.150858459,0.00346819001,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,21,1.2,3.97,,0.243681,31.2637282,3.09182771,34.7682332,0.165852717,2.77343739,0.128803488,0.0237341107,0.162032384,0.00382033345,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,22,1.2,3.97,,0.264487,31.1026609,3.23289496,34.7682332,0.178922065,2.90142231,0.128816117,0.0237344659,0.174701568,0.00422049759,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,23,1.2,3.97,,0.285451,30.9098449,3.40571091,34.7682332,0.19381256,3.05933446,0.128828997,0.0237348875,0.189135962,0.00467659777,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,24,1.2,3.97,,0.306667,30.6666718,3.62888402,34.7682332,0.210866562,3.26543989,0.128842148,0.0237354174,0.205668528,0.00519803345,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,25,1.2,3.97,,0.328297,30.3405867,3.93496896,34.7682332,0.230508639,3.55186861,0.128855587,0.0237361289,0.224712697,0.00579594219,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,26,1.2,3.97,,0.350626,29.874787,4.3807686,34.7682332,0.253265455,3.97489667,0.128869327,0.0237371521,0.24678204,0.00648341525,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,27,1.2,3.97,,0.374142,29.1715444,5.06401092,34.7682332,0.279781338,4.6316075,0.128883366,0.0237387147,0.272505796,0.00727554198,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,28,1.2,3.97,,0.399662,28.0675618,6.14799319,34.7682332,0.310810926,5.68454337,0.128897683,0.0237412113,0.302621951,0.00818897464,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,29,1.2,3.97,,0.42848,26.3039474,7.89160685,34.7682332,0.347145241,7.39180409,0.12891221,0.0237453087,0.337904903,0.00924033789,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,30,1.2,3.97,,0.462467,23.5066812,10.6688714,34.7682332,0.389386821,10.1268057,0.128926802,0.0237520915,0.378944723,0.0104420979,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,31,1.2,3.97,,0.503893,19.2214624,14.9340937,34.7682332,0.437454117,14.3439352,0.128941193,0.0237632373,0.425659474,0.0117946427,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,32,1.2,3.97,,0.5546,13.0800662,21.0554887,34.7682332,0.489783831,20.4129688,0.128954955,0.0237810816,0.476516705,0.0132671253,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,33,1.2,3.97,,0.614296,5.14072937,28.9748264,34.7682332,0.542572372,28.279478,0.128967473,0.0238085295,0.527791865,0.0147805068,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,34,1.2,3.97,,0.678804,-3.76076407,37.8563166,34.7682332,0.590133843,37.1133564,0.128978039,0.0238483245,0.573938392,0.016195451,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,35,1.2,3.97,,0.740626,-12.1252214,46.2007748,34.7682332,0.627217991,45.4206695,0.128986075,0.0239012061,0.609859324,0.017358667,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,36,1.2,3.97,,0.793056,-18.611182,52.6667299,34.7682332,0.652032814,51.8617379,0.128991485,0.0239676983,0.633854747,0.0181780661,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,37,1.2,3.97,,0.834184,-22.8368448,56.8723957,34.7682332,0.666551944,56.0528052,0.128994707,0.0240438662,0.647869207,0.0186827371,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,38,1.2,3.97,,0.866322,-25.2643359,59.2798852,34.7682332,0.674351372,58.4524119,0.128996469,0.0241253763,0.655390981,0.0189603917,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,39,1.2,3.97,,0.892861,-26.572124,60.567677,34.7682332,0.678354746,59.736116,0.128997383,0.0242088005,0.659246761,0.0191079851,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,40,1.2,3.97,,0.916368,-27.2736709,61.2492174,34.7682332,0.680459614,60.4154668,0.12899787,0.0242931096,0.661277363,0.019182251,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,41,1.2,3.97,,0.938347,-27.6694495,61.6249953,34.7682332,0.681597378,60.7900229,0.128998133,0.0243769064,0.662373328,0.0192240496,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,42,1.2,3.97,,0.959578,-27.9155414,61.851087,34.7682332,0.682277313,61.0153514,0.12899829,0.0244599975,0.6630282,0.0192491129,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
thickness+bandgap.iv,1,43,1.2,3.97,,0.980443,-28.0885935,62.0041389,34.7682332,0.682735464,61.1678635,0.128998397,0.0245414819,0.663469422,0.0192660411,0.0,0.651845,32.40330991,53.3602,11.2707,0.42848,26.30394737
