MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.714405409395656,0.6636749219424971,0.8146624589009224,0.7639338272974847,0.6686730199760031,1.7359474073447334,4.607941869494021,4.740475871227233,0.8840475536030854,linear_regression,40,10
