feature,importance_mean,importance_std
electron affinity[eV],-0.004134964797595249,0.030285589282087997
thickness[µm],-0.0005499674045299127,0.06070039030713411
band gap[eV],0.06050741549797855,0.04885293027124422
missing(electron affinity[eV]),0.32240243545886044,0.21019726303114805
missing(thickness[µm]),0.32240243545886044,0.21019726303114805
