MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.4373736754136632,0.3555218656410528,0.5962565434786044,0.9396454103942925,0.33149841084083675,1.5724949175992844,3.135203144705054,3.060990483292307,0.9399390029895753,gradient_boosting,60,15
