MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.8474897408275864,1.8145215328912694,1.3470417710268934,0.6919607117528417,0.37040436445743197,3.5881304159137546,6.6567812927792,6.159256081440682,0.7065040714452716,ridge_regression,60,15
