MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.09186868189064275,0.009821875343625162,0.09910537494820935,0.7209495963108441,0.09887769175835359,0.1334882978064762,0.5262449759560833,0.5278708698338267,0.9607352566002981,gradient_boosting,12,3
