MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.36577041017856793,0.18943057245209044,0.4352362260337373,0.2507785493908703,0.44921007053569184,0.6692675041666938,2.5248854041577284,2.520954916074916,0.2525210924487369,random_forest,20,5
