feature,importance_mean,importance_std
thickness[µm],0.09354116860147106,0.04842683228625413
missing(electron affinity[eV]),0.1227724728181484,0.11797303505232244
missing(thickness[µm]),0.1227724728181484,0.11797303505232244
electron affinity[eV],0.16891123561936316,0.10161630044142739
band gap[eV],0.2988388887730429,0.1477961004593354
