MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.3198968189795437,0.16485341439781476,0.4060214457363241,0.9466624382071723,0.30031885553447424,1.1576767336184286,2.1500886467273688,2.132042556945889,0.9480154765904318,knn_regression,72,18
