MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.09775803363715507,0.01907629251901353,0.13811695232307122,0.993827953550567,0.07520978322453509,0.42987725970318635,0.5845539653172862,0.5860893177798574,0.9940698972964523,support_vector_regression,72,18
