MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.7128535135770434,0.6544041299753836,0.8089524893189857,0.7672314061350158,0.673171545417361,1.7009962099842326,4.582112847482276,4.712133457047968,0.8883281343313055,ridge_regression,40,10
