MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.04354370074617601,0.00283464753824325,0.05324140811664592,0.9194645103720797,0.0571042405970843,0.07240012980603794,0.2470058045035003,0.24746334589904462,0.9733335099910947,support_vector_regression,12,3
