MAE,MSE,RMSE,R2,MedianAE,MaxAE,MAPE_pct,sMAPE_pct,ExplainedVariance,model,train_rows,test_rows
0.39696458958336966,0.20137493190293504,0.44874818317507986,0.9283718460938406,0.405229500000015,0.7179219375000336,2.5409598817358363,2.539597454287699,0.9285305564981526,extra_trees,40,10
